序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    2012年8月23日，中关村街道社区服务中心多功能厅人头攒动，欢声笑语，载歌载舞，成为一片快乐的海洋。由中关村街道社区服务中心主办的“情浓七夕，缘来是你”——银龄婚姻家庭建设俱乐部交友联谊会在这里隆重举行。O网页链接 ​​​​                                            ",是,无, 2012-8-24 16:04,转发,评论,赞,微博 weibo.com,yyEiVudsD
2,"
                                                                                                    群众的眼睛是雪亮的                                            ",否,"
                                                                                                    #羽毛球让球风波# 据美联社报道，本届伦敦奥运爆出的羽毛球让球事件周日又有了最新进展，世界羽联在舆论压力下承诺：将在十一月召开会议讨论规则问题，羽联对各种批评意见持欢迎态度。此前，由于本届奥运会上新规则不够严密，导致小组赛阶段曝出韩国、印尼、中国球员的让球事件。 ​​​​                                                            ", 2012-8-6 15:55,转发,评论,赞,微博 weibo.com,yvUyyjTYR
3,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #羽毛球让球风波# 据美联社报道，本届伦敦奥运爆出的羽毛球让球事件周日又有了最新进展，世界羽联在舆论压力下承诺：将在十一月召开会议讨论规则问题，羽联对各种批评意见持欢迎态度。此前，由于本届奥运会上新规则不够严密，导致小组赛阶段曝出韩国、印尼、中国球员的让球事件。 ​​​​                                                            ", 2012-8-6 15:54,转发,评论,赞,微博 weibo.com,yvUya76r3
4,"
                                                                                                    可以学习学习                                            ",否,"
                                                                                                    【#生活提示#】教你车辆陷入积水中如何逃生：车内要常备破窗锤、羊角锤等救生工具，且要放在手抠里，以备使用时方便取拿；若车内没有急救工具时，可将车内头枕的一条腿插入侧窗玻璃窗角使劲砸，然后用力撬就能将玻璃撬碎。O网页链接 ​​​​                                                            ", 2012-8-6 15:02,转发,评论,赞,微博 weibo.com,yvUcZvxq8
5,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #北京事儿#【中关村北二街塌陷】中关村北二街由南向北处又一塌陷处，看这架势坑还挺大的。出行的亲们注意躲避，注意安全。 ​​​​                                                            ", 2012-8-6 14:23,转发,评论,赞,微博 weibo.com,yvTXibtuo
6,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    崔永元基金会百名乡村教师进京培训8月9日-20日招募摄像、医务、媒体以及随行等志愿者。报名请致电爱心家园义工联负责人茉馨；58938789手机13581561551 O网页链接 ​​​​                                                            ", 2012-8-1 14:02,转发,评论,赞,微博 weibo.com,yv8G090PT
7,"
                                                                                                    社区服务中心工笔画培训班开班 O网页链接 ​​​​                                            ",是,无, 2012-8-1 14:00,转发,评论,赞,微博 weibo.com,yv8FqpiPR
8,"
                                                                                                    7月27日上午，社区服务中心“社区舞蹈队踢踏舞培训班”开班仪式在海中市场三层多功能厅举行，社区服务中心项目部工作人员、授课老师以及学员等近40人参加了开班仪式。O网页链接 ​​​​                                            ",是,无, 2012-8-1 13:55,转发,评论,赞,微博 weibo.com,yv8Dx4U6v
9,"
                                                                                                    中关村街道社会组织公益行“露天电影进社区”首映式 O网页链接 ​​​​                                            ",是,无, 2012-8-1 13:52,转发,1,赞,微博 weibo.com,yv8CbsqLT
10,"
                                                                                                    7月31日上午，中关村街道义工分会组织实施的“爱心助学”项目的延伸单元“快乐健康双重奏——青少年成长小组”活动在中关村街道社区服务中心拉开帷幕。来自中关村地区的受助学生及部分社区的青少年共二十五人参加了此次活动。 O网页链接 ​​​​                                            ",是,无, 2012-8-1 13:48,转发,评论,赞,微博 weibo.com,yv8AtnEAm
