序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,#今日播报#【阜宁县引进一农产品批发市场项目】8月5日，阜宁县政府与中垦三农（北京）物流股份有限公司签订合作协议。该公司投资10亿元在阜宁县新上农产品批发市场项目。将兴建农产品交易集散中心、副食品粮油贸易中心、冷储冻品物流中心、农资交易中心、质量检测及商务配套服务中心。 ​​​​,否,,2016-08-18 17:25,转发,2,赞,微博 weibo.com,https://weibo.com/3941375942/E48UCkzMo
1,#今日播报#【阜宁县学生资助工作连续五年获“省优”】近日，江苏省教育厅、财政厅联合发文，公布2015年度全省学生资助工作绩效评价结果，阜宁县喜获优秀，这是阜宁县连续第五次获此殊荣。 ​​​​,否,,2016-08-18 17:23,转发,评论,赞,微博 weibo.com,https://weibo.com/3941375942/E48TItPQY
2,#今日播报#【国家电网公益项目在我县启动】8月2日下午，“国家电网·希望来吧”2016年暑期圆梦课堂暨“七彩青少年·希望微课堂”启动仪式在吴滩街道举行。团省委副书记司勇和国网省电力公司工会主席陈宏钟共同为我县首个“国家电网·希望来吧”揭牌。 ​​​​,否,,2016-08-04 11:55,转发,评论,赞,微博 weibo.com,https://weibo.com/3941375942/E1YLH20s1
3,#今日播报#【金沙湖旅游度假区重新开放迎客】8月1日上午，金沙湖旅游度假区举行灾后重建开放仪式 。全体与会人员为此次灾难中不幸遇难的群众就地驻足静默缅怀，举行“纪念‘6·23’，十年邀约”心愿封存仪式，并观摩了灾后重建现场。 活动前，大家还集中参观了金沙湖“6·23”纪念画廊。 ​​​​,否,,2016-08-04 11:53,转发,评论,赞,微博 weibo.com,https://weibo.com/3941375942/E1YKU233y
4,转发微博,是,【两万元救命钱被吹散 热心人帮忙捡拾分文不少】7月31日，盐城阜宁，54岁的李效忠携2万多元现金赶往医院，途中钱款意外被风吹走。几名摄影爱好者主动帮忙捡拾，分文不差交回到老李手上，就连30枚硬币也一个没少。老李要酬谢热心人，却被婉言谢绝。老李说，这是给84岁母亲住院的救命钱。感动，点！ ​​​​,2016-08-04 11:48,转发,评论,赞,微博搜索,https://weibo.com/3941375942/E1YIQirqO
5,转发微博,是,我院抢险救灾小组分别对戚桥村、孔荡村和邵湛村开展详细的灾情调查和救急抢险，还挨家挨户地察看了村民们的受灾情况，干警们每到一户，都作了热心细致的问候，语重心长地嘱咐村民们要注意安全、清除隐患的同时还针对各户的受灾情况献言献策，鼓励大家开展自救，努力做好次生灾害的防范工作。 ​​​​,2016-06-25 17:40,转发,评论,赞,微博 weibo.com,https://weibo.com/3941375942/DBTo9tov0
6,转发微博,是,【空气质量日报】昨日空气质量指数（AQI）为70，良，首要污染物为臭氧，目前空气质量为良。明日空气质量扩散条件二级，较有利于空气污染物稀释、扩散和清除。预计明日空气质量为良-轻度污染。(县环境监测中心站和县气象台联合发布) ​​​​,2016-06-25 17:39,转发,评论,赞,微博 weibo.com,https://weibo.com/3941375942/DBTnTwRmq
7,#今日播报#【我县抢险救灾及时快速有序有效推进】我县抢险救灾领导小组成员和部门单位到挂钩的受灾村居，组织、帮助抢险救灾，确保废墟下无任何受伤人员没有得到救助，确保不因为治疗不及时再新增一个死亡病例，确保每一户灾民都有饭吃、有衣穿、有房住，确保交通、供电、供水在第一时间恢复。 ​​​​,否,,2016-06-25 17:30,转发,评论,赞,微博 weibo.com,https://weibo.com/3941375942/DBTk61nyb
8,发布了头条文章：《阜宁：众志成城抗风灾》 °阜宁：众志成城抗风灾 ​​​​,否,,2016-06-24 18:37,转发,评论,赞,微博 weibo.com,https://weibo.com/3941375942/DBKkYdPbb
9,#今日播报# 6月23日下午1：30-3：00，受强对流天气影响，阜宁县11个镇区97个村（居）遭受龙卷风、冰雹、特大暴雨等灾害性天气袭击，其中7镇22村有人员死亡，部分居民房屋倒塌，沿线树木受损严重。在党中央、国务院和省市两级党委政府关心下，阜宁人民万众一心奋起抗灾。让我们群策群力，夺取抗灾胜利！ ​​​​,否,,2016-06-24 17:45,转发,评论,赞,微博 weibo.com,https://weibo.com/3941375942/DBJZIiOzX
10,转发微博,是,【江苏盐城发生龙卷风冰雹灾害 杨晶赶赴现场指导抢险救援工作】受习近平总书记、李克强总理委派，中共中央书记处书记、国务委员兼国务院秘书长杨晶代表党中央、国务院，率国务院有关部门于今日紧急赶赴江苏省盐城市，指导“6·23”江苏盐城特别重大龙卷风冰雹灾害应急救援和善后处置工作，看望被安置人 ​​​​...展开全文c,2016-06-24 16:53,转发,1,赞,微博 weibo.com,https://weibo.com/3941375942/DBJECczZr
