序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,【李克强与加拿大总理特鲁多共同会见记者】O李克强与加拿大总理特鲁多共同会见记者 ​​​​,否,,2016-08-31 20:33,32,评论,84,政务直通车,https://weibo.com/5000609535/E68HsAbJg
1,【李克强同加拿大总理特鲁多举行会谈时强调 加强对话 开放合作 开启中加关系新的发展时期】O李克强同加拿大总理特鲁多举行会谈 ​​​​,否,,2016-08-31 20:24,25,评论,45,政务直通车,https://weibo.com/5000609535/E68DPtlrm
2,【年节丨中秋节，这些福利可以有！】中秋节又快来啦！每到节假日，你是不是老早就翘首期盼着单位能发些福利？今年初，全国总工会就员工福利发放的相关规定做出明确解释：会费组织看电影、春秋游等活动，均属于合理范畴。自己的合理权利，大胆去争取吧！O年节丨中秋节，这些福利可以有！ ​​​​,否,,2016-08-31 17:16,79,评论,70,政务直通车,https://weibo.com/5000609535/E67pd7s5i
3,【证监会：深港通预计十一月中下旬开通】深港通主要制度安排参照沪港通，遵循两地市场现行的交易结算法律法规和运行模式，交易结算活动遵守交易结算发生地市场的规定及业务规则，上市公司继续受上市地上市规则及其他规定的监管。O证监会：深港通预计十一月中下旬开通 ​​​​,否,,2016-08-31 15:30,51,评论,18,政务直通车,https://weibo.com/5000609535/E66IavmYD
4,【加总理送给李克强的特殊礼物】加拿大总理特鲁多给李克强总理带来的这份礼物，已经“准备”了43年。O加总理送给李克强的特殊礼物 ​​​​,否,,2016-08-31 13:58,45,评论,159,政务直通车,https://weibo.com/5000609535/E6672kK0X
5,【李克强举行仪式欢迎加拿大总理特鲁多访华】李克强总理31日在人民大会堂东门外广场举行仪式，欢迎来华正式访问并出席G20杭州峰会的加拿大总理特鲁多。会谈中，双方决定建立中加总理年度对话机制，一致同意本着相互尊重、平等相待的精神，抓住机遇，深挖潜力，开创中加关系和各领域务实合作的新时代。 ​​​​,否,,2016-08-31 11:40,43,评论,100,三星GALAXY A,https://weibo.com/5000609535/E65cWroIi
6,【九月起，这些新规将影响你我生活 | 国务院简政放权】O九月起，这些新规将影响你我生活 | 国务院简... ​​​​,否,,2016-08-31 10:18,127,评论,45,政务直通车,https://weibo.com/5000609535/E64FHnqLM
7,"【人社部9月将启动高校毕业生就业服务月活动】人力资源和社会保障部30日发布消息,将于9月1日至9月30日在全国启动实施2016年高校毕业生就业服务月活动。O人社部9月将启动高校毕业生就业服务月活动 ​​​​",否,,2016-08-31 09:06,50,评论,39,政务直通车,https://weibo.com/5000609535/E64cloqBS
8,【李克强会见加拿大总理特鲁多】国务院总理李克强30日下午在北京会见来华进行正式访问的加拿大总理特鲁多。李克强表示，中加关系源远流长，两国友好深入人心。建交46年来，中加政治、经贸、人文等关系不断深化，各领域合作成果切实惠及两国人民。中国已成为加拿大第二大贸易伙伴、第二大进口来源地和第二大出口市场，两国关系与合作发展前景广阔。李克强指出，中加都倡导多元文化，主张求同存异、互学互鉴、包容并蓄。我们愿同加拿大新政府一道把握好新机遇，打造中加关系新的发展时代，更好实现互利共赢，让两国友好薪火相传。特鲁多表示，加新政府将秉承对华友好传统，愿同中方共同努力，深化加中关系和全方位务实合作，夯实业已扎根的深厚友谊，开创两国关系积极、稳定、强有力发展的新前景，促进两国乃至世界的和平与繁荣。,否,,2016-08-30 19:40,35,评论,66,搜狗高速浏览器,https://weibo.com/5000609535/E5YVe4262
9,【李克强将出席东亚合作领导人系列会议并对老挝进行正式访问】应东盟轮值主席国老挝总理通伦邀请，国务院总理李克强将于9月6日至9日出席在老挝万象举行的第19次中国—东盟（10+1）领导人会议暨中国—东盟建立对话关系25周年纪念峰会、第19次东盟与中日韩（10+3）领导人会议和第11届东亚峰会，并对老挝进行正式访问。O李克强将出席东亚合作领导人系列会议并对老挝...,否,,2016-08-30 18:28,30,评论,27,搜狗高速浏览器,https://weibo.com/5000609535/E5YsaFIiQ
