序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,理性爱国，文明抗议，捍卫领土主权！ ​​​​,否,,2012-09-21 16:51,转发,评论,赞,专业版微博,https://weibo.com/2649761981/yCUAhnPLz
1,//@北京朝阳: 所购买的消防产品是否合格可登陆网站O网页链接 查询。,是,购买消防产品除了查看经销商的营业执照是否属于合法经销商外，还可以登陆“中国消防产品合格评定中心”网站（WWW.cccf.com.cn）进行查询，核对所购买的消防产品是否属于网站上备案的产品，凡有备案的产品一般都为合格产品。 ​​​​,2012-09-11 15:55,转发,评论,赞,专业版微博,https://weibo.com/2649761981/yBnWklpgl
2,//@北京朝阳: 出租车燃油费暂不调整。,是,【出租车燃油费暂不调整】#聚焦北京#今年3月北京市出租车燃油附加费从2元/运次调整为3元/运次。6月因油价下调，燃油附加费又调回2元。今天凌晨油价上调后，不少“打车族”开始揣测燃油费是否会调整？北京市发改委消息，汽油调价今天刚刚完成，暂时还没有调整燃油附加费的安排。 ​​​​,2012-09-11 15:53,转发,评论,赞,专业版微博,https://weibo.com/2649761981/yBnVshARO
3,呼家楼街道正在举办社区退休人员棋牌比赛，欢迎有兴趣的居民朋友们来社区居委会报名~~~~~ ​​​​,否,,2012-09-10 10:10,转发,评论,赞,专业版微博,https://weibo.com/2649761981/yBcfZrRNu
4,//@北京朝阳: 回忆下你与共青团有关的青春故事，与大家一起分享吧！[群体围观],是,#北京市第十三次团代会#即将召开！你一定还记得入团考试时的紧张心情；记得第一次佩戴团徽的激动时刻；记得那些与共青团有关的日子……那么，请同我们一起，分享你与共青团有关的青春故事吧~O网页链接 ​​​​,2012-08-21 13:47,转发,评论,赞,微博 weibo.com,https://weibo.com/2649761981/yyb805uNb
5,转发微博,是,#共同关注#【10号线进行换乘施工 双井站东南口将封闭】为配合7号线与10号线换乘施工，北京地铁公司定于8月25日开始封闭10号线双井站C（东南）出入口。该出入口封闭期间，地铁站将在站内外张贴通告提示乘客，并调整车站相关导向标识。大家要留意哦！ ​​​​,2012-08-21 13:46,转发,评论,赞,微博 weibo.com,https://weibo.com/2649761981/yyb7Ghk5S
6,科技北京~~,是,#魅力朝阳#带着三个妙趣横生的化学实验，巴斯夫“小小化学家”活动昨日在中国科技馆与小朋友们见面。主题为“创造化学新作用”的“小小化学家”活动将一直持续到8月10日，6至12岁的小朋友都可以到科技馆免费领票参与，当天的实验门票将从上午9点开始发放。图为孩子们亲手调配抵抗紫外线的“防晒霜”。 ​​​​,2012-08-02 16:26,转发,评论,赞,微博 weibo.com,https://weibo.com/2649761981/yvj2YkVOE
7,亲爱的居民朋友们，社区专门开辟了“奥运专栏”，自奥运会开幕以来，每天都在更新信息，欢迎忙碌的居民路过之时观看。 ​​​​,否,,2012-08-02 16:19,转发,评论,赞,微博 weibo.com,https://weibo.com/2649761981/yvj0h78IO
8,自721北京特大洪灾发生后，呼北社区居民自发来到居委会捐款捐物，为灾区人民献上自己的一份心意，不论钱多钱少都表达了社区居民对灾区人民的诚挚的爱。 ​​​​,否,,2012-08-01 14:20,转发,评论,赞,微博 weibo.com,https://weibo.com/2649761981/yv8Nw9iuu
9,"为响应首都精神文明建设委员会的号召，呼北社区现向社区内少年儿童征集以""践行北京精神——正当'学雷锋社区文明小使者'""为主题的绘画作品。作品发送至社区邮箱hjljdhbsq@sina.com ​​​​",否,,2012-08-01 14:17,1,1,赞,微博 weibo.com,https://weibo.com/2649761981/yv8Mciv4q
10,7月9日上午，呼北社区党委组织党员骨干、社区干部40余人学习贯彻市十一次党代会精神，社区党委书记殷金凤主持会议。会上，殷书记不仅向党员传达了本次党代会精神，同时也对党员提出了要求与希望。 ​​​​,否,,2012-07-11 15:43,转发,评论,赞,微博 weibo.com,https://weibo.com/2649761981/yrXmMicxC
