序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,,是,三个保姆聊月饼。一个说：俺东家是做买卖的，每年都买好多好多月饼送人，还有俺一份呢。另一个说:俺东家是当官的，每年都有很多很多人跟送月饼，吃都不吃不完，最后让俺帮着吃。第三个说：俺东家本身就是卖月饼的，他从来不吃，也不让俺吃，怕俺吃出问题。 ​​​​,2012-09-29 17:04,转发,评论,赞,iPhone客户端,https://weibo.com/2649753557/yE85xA2mW
1,不错 //@永定路街道三街坊北社区:实用~~,是,,2012-09-29 17:02,转发,评论,赞,iPhone客户端,https://weibo.com/2649753557/yE84rC51a
2,//@政府微博助理:#温馨提示#【8天假期游玩小嘱咐】大家假期出行注意安全~,是,#温馨提示#【8天假期游玩小嘱咐】各位寿丝，嫩是不是也和建伟一样，小心肝扑扑直跳，着实按捺不住了8天假期狂想，淡定，好好坐下来，听俺叨叨几句，为嫩高高兴兴过节送上小小嘱咐，嫩安全过节，偶才安心 ~~~ ​​​​,2012-09-29 16:39,转发,评论,赞,iPhone客户端,https://weibo.com/2649753557/yE7V22nWE
3,以后要注意啦 //@马云哲学语录:相克的食物,是,【相克的食物】1.咖啡+香烟：易致胰腺癌。2.梨+开水：吃梨喝开水，必致腹泻。3.洋葱+蜂蜜：同食会伤眼睛，引起眼睛不适，严重会失明。4.西红柿+地瓜：同食易得结石病、呕吐、腹痛、腹泻。5.豆腐+蜂蜜：同食严重时可致耳聋。为了您和家人的健康，赶紧收藏起来吧。关注@中医养身堂 轻松养身你也可以！ ​​​​,2012-09-29 16:33,转发,评论,赞,iPhone客户端,https://weibo.com/2649753557/yE7SW17ko
4,收着,是,【简单颈椎腰椎保健操】OL的你，一定要看！在办公室坐太久了就起来做一下，彻底放松你的腰、颈、肩部肌肉，远离颈椎腰椎突出。★关注@美食健康顾问 让健康与你常相伴 ​​​​,2012-09-29 15:43,转发,评论,赞,iPhone客户端,https://weibo.com/2649753557/yE7yw6phI
5,田村路街道28个社区的居委会主任和文教主任参加田村路社区卫生中心召开的双节座谈会。 ​​​​,否,,2012-09-27 14:48,1,1,赞,iPhone客户端,https://weibo.com/2649753557/yDOlk1YR1
6,分享图片 ​​​​,否,,2012-09-26 15:55,1,1,赞,专业版微博,https://weibo.com/2649753557/yDFlPq1K5
7,分享图片 ​​​​,否,,2012-09-26 15:54,1,1,赞,专业版微博,https://weibo.com/2649753557/yDFlrbkcf
8,为了迎接国庆，创造节日气氛，金沟河社区于9月26日上午举办了包饺子活动，40多名居民朋友参加了此次活动，活动现场气氛热烈！ ​​​​,否,,2012-09-26 15:48,1,1,赞,专业版微博,https://weibo.com/2649753557/yDFiVro8K
9,哈哈,是,一个腼腆的男孩向一个女孩问到: “你喜欢什么样的男孩? ” 女孩说：“投缘的”。男孩哭丧着脸问到: “头扁的就不行吗?”   （笑话） ​​​​,2012-09-24 14:28,转发,评论,赞,iPhone客户端,https://weibo.com/2649753557/yDlVpkK5M
