序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,【创意婚礼——有趣、有爱、有感动】秋天又是结婚季，很多新人为了婚礼绞尽脑汁。想让婚礼与众不同？这几例创意婚礼没准能带给你一些灵感。在法国南部，一对新人放弃花车改穿溜冰鞋走进教堂；挪威一对情侣则将电话亭当做教堂……DIY婚礼尽显智慧，无限创意纷纷上演~O网页链接（via信报） ​​​​,否,,2012-09-30 18:43,转发,评论,赞,微博 weibo.com,https://weibo.com/2590506110/yEiaaaUcX
1,#东城新闻#【“胡同里的创意工厂游”征集摄影作品】今起@北京晚报 向摄影爱好者征集胡同创意工厂摄影作品，作品主题为“创意之旅—胡同里创意工厂游”，入选作品将在启动仪式的创意旅游展示大厅中展出。 ​​​​,否,,2012-09-30 18:42,5,2,赞,微博 weibo.com,https://weibo.com/2590506110/yEi9wyT5C
2,喜欢游山玩水的朋友敬请关注啦~,是,#漫游怀柔#金秋季节，恰逢国庆、中秋双节合一，是不是在琢磨着去哪玩啊？别费心了，来怀柔吧！今年假期，怀柔区推出了多项旅游项目供大家选择~中秋赏月、登山赏景、瓜果采摘、生态农游及乡村旅游等等，您可以随意挑选~带上好心情，带上亲朋好友，一起来怀柔游山戏水吧~ ​​​​,2012-09-30 10:45,2,评论,赞,iPhone客户端,https://weibo.com/2590506110/yEf1Pu0LY
3,城中心的商业文化之旅，可以参考下哦！,是,#十一游皇城#@北京市东城 @北京市东城区旅游发展委员会 王府井大街由长安街一直到美术馆，是老北京商业文化最为繁华的地带。全聚德吃烤鸭，东安市场购物，王府井新华书店看书，中国话剧艺术的摇篮——首都剧场欣赏话剧，王府井教堂留影...... ​​​​,2012-09-30 10:42,1,评论,赞,iPhone客户端,https://weibo.com/2590506110/yEf0VCVri
4,#早安小贴士#今天北京25-11度，天气晴朗，非常适合亲近自然哦！今天是中秋佳节，祝大家节日快乐！还有很多朋友因为工作等原因不能与家人团聚，让我们向为保障他人安全安心过节而奋战在工作岗位的朋友们致敬！ ​​​​,否,,2012-09-30 10:37,转发,评论,赞,iPhone客户端,https://weibo.com/2590506110/yEeYSyYi8
5,,是,#公交服务# [大巴]十一期间，天安门地区公交线路将采取临时绕行甩站措施。特别提示广大乘客提前安排好出行时间和路线。详情请参考附图： ​​​​,2012-09-29 14:38,3,1,赞,微博 weibo.com,https://weibo.com/2590506110/yE780jOzf
6,#光影东城#【鲜花异彩耀东城】随着中秋、国庆“双节”将至，国庆花坛和灯笼等装饰物已摆放完成，东城区大街小巷处处洋溢着浓浓的节日氛围（摄影：张传东、刘立军、王建国） ​​​​,否,,2012-09-29 14:23,13,1,赞,微博 weibo.com,https://weibo.com/2590506110/yE7248kAB
7,#东城新闻#【庙会吉祥物 请您给建议】第28届地坛春节庙会吉祥物设计征集又开始啦！即日起至11月15日，地坛公园将面向社会公开征集蛇年地坛庙会吉祥物设计方案，最终获选的设计作品可获得8000元奖励，并由组委会颁发荣誉证书。@北京地坛庙会（via新京报网） ​​​​,否,,2012-09-29 14:04,1,评论,赞,微博 weibo.com,https://weibo.com/2590506110/yE6UhACLt
8,【市属公园十项游园活动迎佳节】今年中秋国庆期间，10家市属公园将开展传统祈福、文化表演、休闲健身、观光游览等10项游园活动。其中，天坛公园的“中和韶乐”专场将于9月30日至10月2日上、下午各演出一场，中山公园将举办金秋兰花展……图为各公园活动信息。 ​​​​,否,,2012-09-29 11:13,3,1,赞,微博 weibo.com,https://weibo.com/2590506110/yE5MH8Ilf
9,#健康东城#【东城区健身气功展示赛举行】“百城”健身气功交流展示活动暨北京市东城区健身气功展示比赛近日举行。来自东城区的近900名健身气功爱好者参加了本次展示比赛，他们动作灵活连贯、舒展大方，在形、神、意、气等方面表现出了较高水平。@东城体育（via北京日报） ​​​​,否,,2012-09-29 10:54,2,1,赞,微博 weibo.com,https://weibo.com/2590506110/yE5Fj85ce
