序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    7.21捐款光荣榜 ​​​​                                            ",是,无, 2012-8-30 14:56,转发,评论,赞,微博 weibo.com,yzyqmBWYT
2,"
                                                                                                    在中关村街道民政科的支持下，黄庄社区一幅幅生动活泼、各具特色的中华传统二十四孝系列文化长廊安装在了小区外围护栏上。 ​​​​                                            ",是,无, 2012-8-30 14:55,转发,评论,赞,微博 weibo.com,yzypW2uId
3,"
                                                                                                    8月29日上午，黄庄社区文艺团体太极队参加了“建设银行杯”第五届百家社区健身才艺大赛。太极队成员都非常重视此次比赛。有时间就在社区小花园练习。虽然没有取得名次，但是黄庄社区太极队的精神与风采已展现给所有观众。 ​​​​                                            ",是,无, 2012-8-30 14:52,转发,评论,赞,微博 weibo.com,yzyoUcHnq
4,"
                                                                                                    8月8日下午，2：30在黄庄社区休闲娱乐中心，举办远程医疗讲座。希望大家踊跃参加 ​​​​                                            ",是,无, 2012-8-6 18:22,转发,评论,赞,微博 weibo.com,yvVwf2296
5,"
                                                                                                    今天选了好多书，希望居民喜欢 ​​​​                                            ",是,无, 2012-8-3 13:00,转发,评论,赞,iPhone客户端,yvr7ZDtQe
6,"
                                                                                                    准备开始选书 ​​​​                                            ",是,无, 2012-8-3 08:34,转发,评论,赞,iPhone客户端,yvpnUt61W
7,"
                                                                                                    今天星期三，微风小雨，气温21~24℃。今天是“八一”建军节，祝全国的解放军同志们节日快乐！ ​​​​                                            ",是,无, 2012-8-1 09:07,4,2,1,微博 weibo.com,yv6KnyzTG
8,"
                                                                                                    黄庄居民积极响应7.21特大暴雨捐款活动。 ​​​​                                            ",是,无, 2012-7-31 11:00,转发,1,赞,微博 weibo.com,yuY3MAWyN
9,"
                                                                                                    //@海淀在线:各位童鞋注意天气哦，尤其是东南部的童鞋                                            ",否,"
                                                                                                    【雨水又来京 出行需防范】7月30日17时北京气象信息：今天傍晚到明天白天大雨再次袭京，东南部有大到暴雨，并伴有雷电，气温22到25℃。此次降水持续时间较长，明早高峰时段有中到大雨，出门带好雨具，降雨难免会给交通施加压力，请大家提早出门，注意安全，灾区需要特别防范山洪泥石流等地质灾害。 ​​​​                                                            ", 2012-7-30 19:13,转发,评论,1,iPhone客户端,yuRRx9hMt
10,"
                                                                                                    伦敦奥运会开始了 ​​​​                                            ",是,无, 2012-7-28 04:12,转发,1,赞,iPhone客户端,yut6LAJeK
11,"
                                                                                                    新华网快讯：北京市16时10分发布地质灾害黄色预警。28日午后到夜间，平谷、密云、怀柔、房山、门头沟等部分山区发生泥石流、崩塌、滑坡等地质灾害的可能性较大。 　　 ​​​​                                            ",是,无, 2012-7-27 21:29,转发,评论,赞,iPhone客户端,yuqtay7dO
12,"
                                                                                                    //@海淀区政府网站:紫竹院附近雨量很大并伴有雷电~大家出行注意安全！                                            ",否,"
                                                                                                    各位网友注意啦，目前本市局部地区雨量较大，大家注意出行，并及时关注气象提示。 ​​​​                                                            ", 2012-7-27 21:06,转发,评论,6,iPhone客户端,yuqjLfqIg
13,"
                                                                                                    //@海淀公安分局:                                            ",否,"
                                                                                                     搜集整理了一些应急救援的电话和大家分享，希望需要时能给您帮上忙。 ​​​​                                                            ", 2012-7-27 20:50,转发,评论,2,iPhone客户端,yuqdbsqCk
14,"
                                                                                                    大雨将至，请各位居民关好门窗，尽量不要出门，注意安全 ​​​​                                            ",是,无, 2012-7-27 20:41,转发,评论,赞,iPhone客户端,yuq9D1JAo
15,"
                                                                                                    //@中关村科源社区:转发微博                                            ",否,"
                                                                                                    咱家男计生专干上报纸啦！中关村街道独此一份哦！快来围观啦！！！《北京社区报》2012年7月26日刊 O网页链接 ​​​​                                                            ", 2012-7-27 20:00,转发,评论,赞,iPhone客户端,yupT04SWC
16,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【今天雷雨转中雨 周六中到大雨 】27日7时北京气象信息：今天早晨有阵雨，轻雾，能见度较差，出行注意交通安全。白天阴转雷阵雨，夜间中雨，气温28到 24℃。雷雨天儿出行最好穿上绝缘性较好的雨鞋，身上不要携带金属物体。预计周六白天有中到大雨。频繁降雨易造成灾区次生灾害，请注意防范。@气象北京 ​​​​                                                            ", 2012-7-27 16:24,1,评论,赞,微博 weibo.com,yuotccglE
17,"
                                                                                                    7月21日暴雨是北京罕见的自然灾害，给人民群众生命财产造成了严重损失。根据北京市民政局、海淀区民政局的通知，紧急呼吁：向遭灾民众捐款！ 本次捐款全部用于北京市受灾区县。请各位居民献出一份爱心，献出一份力量。 捐款地点：黄庄社区服务站 捐款时间：7月25日—8月3日 ​​​​                                            ",是,无, 2012-7-26 08:40,转发,评论,赞,微博 weibo.com,yuc0ClhDk
18,"
                                                                                                    //@海淀区政府网站:[雨伞]//@海淀在线: 大家路上防雷防雨，一定注意安全                                            ",否,"
                                                                                                    【白天小到中雨，伴有雷电 夜间中到大雨】25日7时北京气象信息：今天白天阴，午后有小到中雨，夜间阴有中到大雨，气温29到23℃。经过21-22日强降雨，土壤饱和，河塘、水库、沟渠较满，这次降雨极易引起新的灾害，请及时收听收看北京气象信息及路况信息，提高警惕，尽量不到远郊去，确保安全。 ​​​​                                                            ", 2012-7-25 10:24,转发,评论,3,iPhone客户端,yu3gilMli
19,"
                                                                                                    征兵宣传 ​​​​                                            ",是,无, 2012-7-24 15:38,转发,评论,赞,微博 weibo.com,ytVT7eL0V
20,"
                                                                                                    近来发现有爬窗入室行窃可疑分子，希望黄庄社区居民提高警惕。 ​​​​                                            ",是,无, 2012-7-24 08:23,转发,评论,赞,微博 weibo.com,ytT2Auh8o
21,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    2012年兵役登记工作开始了，请本社区的年满18周岁的男性公民（2012年12月31日以前）在海淀区征兵网http//zb.bjhd.gov.cn登记。输入用户名和密码（用户名admin,密码admin）咨询电话：010-62550696。年满19至22岁没有参加过兵役登记的公民，请及时在海淀征兵网补登。登（补）记时间：2012-7-20至8-15。 ​​​​                                                            ", 2012-7-23 16:19,1,评论,赞,微博 weibo.com,ytMJn44xG
22,"
                                                                                                    //@政府微博研究: 伤亡惨重的教训啊！要总结，要追责！                                            ",否,"
                                                                                                    【“7•21”暴雨因灾死亡37人】7月21日，本市发生暴雨到大暴雨天气，截至22日17时，在本市境内共发生因灾死亡37人。其中，溺水死亡25人，房屋倒塌致死6人，雷击致死1人，触电死亡5人。目前，死者已有22人确定身份，其余15人正在确认中。 ​​​​                                                            ", 2012-7-23 08:52,转发,评论,1231,微博 weibo.com,ytJO3497I
23,"
                                                                                                    远程医疗讲座 ​​​​                                            ",是,无, 2012-7-20 09:55,转发,评论,赞,微博 weibo.com,ythVXaPr0
24,"
                                                                                                    合唱队训练 ​​​​                                            ",是,无, 2012-7-20 09:54,转发,评论,赞,微博 weibo.com,ythVyDSfV
25,"
                                                                                                    安装一键式呼叫器 ​​​​                                            ",是,无, 2012-7-20 09:53,转发,评论,赞,微博 weibo.com,ythVdE9mD
26,"
                                                                                                    对@何小盒的盒 说：生日快乐 ​​​​                                            ",是,无, 2012-7-20 09:52,1,评论,赞,微博 weibo.com,ythUyiWQB
27,"
                                                                                                    各位居民大家好，今天下午2:30在黄庄社区文化娱乐活动中心，将开展一次远程医疗讲座，有意愿的居民可以来参加 ​​​​                                            ",是,无, 2012-7-18 10:43,转发,评论,赞,微博 weibo.com,ysZozqVcA
28,"
                                                                                                    人人知环保 黄庄多美好 人人爱环保 黄庄更美好 ​​​​                                            ",是,无, 2012-7-13 10:04,转发,评论,赞,微博 weibo.com,yse0ciSZu
29,"
                                                                                                    老年饭桌经过两个月试运营，现步入正轨，开放时间固定为： 周一至周五 11：30-12:30 ​​​​                                            ",是,无, 2012-7-13 10:04,转发,2,赞,微博 weibo.com,yse093XIn
30,"
                                                                                                    警情通知 近期周边社区发生多起钻窗入室盗窃案件，为了您的人身财产安全，外出时请您关好门窗，有条件的安装防盗门防盗窗。 ​​​​                                            ",是,无, 2012-7-13 10:04,转发,评论,赞,微博 weibo.com,yse00sqWf
31,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【下周三入伏 贴三伏贴别忘预约】#北京生活#下周三是头伏。作为本市“冬病夏治”的贴敷大户――北京中医医院即将在这一天正式启动“三伏贴”服务。为避免扎堆贴敷，医院提醒大家可提前挂号预约。 ​​​​                                                            ", 2012-7-12 15:08,转发,评论,赞,微博 weibo.com,ys6z6C7PL
32,"
                                                                                                    大家注意安全 //@中关村希格玛社区:转发微博                                            ",否,"
                                                                                                    #一周治安播报#7.2-7.8突出警情分布【拎包盗窃警情】发案主要分布在：丰台区的新发地。案发时间主要集中在上、下班高峰期。【入室盗窃类警情】发案主要分布在：东城区的永外；西城区广内；朝阳区的王四营；海淀区的田村；丰台区的石榴园；石景山的苹果园。案发时间主要集中在凌晨和深夜。 ​​​​                                                            ", 2012-7-10 17:44,转发,评论,赞,iPhone客户端,yrOJq0VUe
33,"
                                                                                                    分享图片 ​​​​                                            ",是,无, 2012-7-5 11:54,转发,1,赞,微博 weibo.com,yr1iCiJIn
34,"
                                                                                                    ""聪慧儿 快成长"" 宝宝大赛 ​​​​                                            ",是,无, 2012-7-5 11:51,转发,评论,赞,微博 weibo.com,yr1hLq2d5
