序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,//@学院路东王庄社区: 社工朋友看过来,是,北京市各区县社工工资明细 将不定期更新 社工你过的幸福么？ O网页链接 ​​​​,2012-09-12 14:57,转发,评论,赞,专业版微博,https://weibo.com/2659099411/yBwZwdaPE
1,转发微博,是,邓维敦，96岁，48军1039团上尉军医，参加过淞沪、徐州会战。淞沪会战中，邓老所在医疗队离战地仅300米远，条件简陋，只有止痛片，绑带，战士受伤只能进行简单包扎，每天邓老包扎伤员不计其数。老人最大心愿：寻找失散的妻儿，妻子名叫阮美夏，两人在镇江结婚，49年失散，儿子当时1岁2个月，没起名字。 ​​​​,2012-07-17 11:10,转发,评论,赞,热门微博,https://weibo.com/2659099411/ysQ8ODz8o
2,转发微博,是,【废旧电池：回收的困境】@田不野 :目前的回收体系基本到回收箱就截止了，使得储存在各地的废旧电池越来越多，量越来越大。一旦超过环境容量，就成了环境污染事件。对于个人，废旧电池不要去收集，尽量使用无汞电池，拒绝使用镍镉电池，同时支持和督促早日建成废旧电池回收体系。O网页链接 ​​​​,2012-07-17 11:09,转发,评论,赞,热门微博,https://weibo.com/2659099411/ysQ8ntwSk
3,转发微博,是,【孩子，我们回家吧！】近日，钦州三娘湾出现感人一幕：一只成年海豚驮着一死亡的小海豚游向深海，小海豚几次从成年海豚的背上滑落，成年海豚都转回头潜下去又把小海豚驮起来继续前进……海豚的不离不弃感动了我们，那么我们是不是也应该反思一下人类的行为？O网页链接 南国早报 ​​​​,2012-07-17 11:01,1,评论,赞,热门微博,https://weibo.com/2659099411/ysQ5ihKV2
4,顶上去~~,是,如果丢的垃圾里有碎玻璃、大头针、刀片等，请用胶带把它们缠裹一下，并尽量多缠几层；如果丢的垃圾是长竹签，请用完一折再折，然后尖头的地方用纸巾包好再丟。这样就降低了保洁人员或者捡垃圾者被伤害的概率，他们大都是没有医保的弱势群体，像体贴自己一样体贴体贴他们吧~ ​​​​,2012-07-17 10:59,转发,评论,赞,热门微博,https://weibo.com/2659099411/ysQ4ta81W
5,这个。。。,是,【你第一眼看到的是正面还是侧面？】据说，看到正面的惯用右脑思维，擅长艺术思维；看到侧面的惯用左脑思维，擅长逻辑思维。。。 O网页链接 ​​​​,2012-07-17 10:58,转发,评论,赞,热门微博,https://weibo.com/2659099411/ysQ4eotpv
6,心情好精神自然好！ O北太平庄首都体院社区 ​​​​,否,,2012-07-09 16:13,转发,评论,赞,微博 weibo.com,https://weibo.com/2659099411/yrEI1nZZH
7,//@甘家口甘东社区: 很好很详细。赞,是,#一周治安播报#7.2-7.8突出警情分布【撬砸汽车类盗窃警情】发案主要分布在：西城区的德胜门外；朝阳区的六里屯；海淀区的海淀；丰台区的岳各庄。案发时间主要集中在清晨和傍晚。【盗窃机动车类警情】发案主要分布在：朝阳区的将台。案发时间主要集中在晚上23时至凌晨5时。 ​​​​,2012-07-09 16:13,转发,评论,赞,微博 weibo.com,https://weibo.com/2659099411/yrEHVtmgf
8,//@甘家口甘东社区: 爱心传递//@甘家口建设部社区: //@政府微博助理: #爱心帮助#上午有群众送一迷路小男孩到白石派出所，小男孩王建可，9岁，父母双亡，现和爷爷生活，爷爷平时在在白象周边骑三轮车卖草药为生，现在联系不上小孩爷爷，爷爷肯定也着急了。大家帮忙转发，一起帮助小孩找爷爷[爱心传递],是,,2012-07-09 16:12,转发,评论,赞,微博 weibo.com,https://weibo.com/2659099411/yrEHE3tvO
9,//@东滨河路社区: //@文字养心堂: 人生哲理,是,人生哲理：1、无论你喜不喜欢，你的身体都将一直跟着你。2、你必须彻底吸取每个教训，否则教训就会不断重复地缠着你。3、没有到手的东西总是比到手的稀奇，但不一定比到手的更好。4、妥协是成功的路径，变通是人生的智慧。5、人生的缺陷在所难免，成功的关键就在于你能否带着缺陷快速的行动。 ​​​​,2012-07-09 15:42,转发,评论,赞,微博 weibo.com,https://weibo.com/2659099411/yrEvfaXfE
10,//@花园路牡丹西里社区: //@海淀街道稻香园南社区: 开车的朋友要注意。。。,是,#夏季小心这些车载“危险品”#车载香水、罐装碳酸饮料和空气清新剂等物件放于车内，随着太阳暴晒车内气温急剧飙升，可能导致二氧化碳喷涌而出，产生爆炸危险。CD光盘主原料的聚碳酸酯中含有大量的双酚A和苯，遇高温散发的气体对人体有害，车内的老花镜、电池等也是引发汽车自燃的危险因素。@私家车107 ​​​​,2012-07-09 11:22,转发,评论,赞,微博 weibo.com,https://weibo.com/2659099411/yrCNWhDPI
11,//@北太平庄天兆家园社区: //@海淀区政府网站: 最近的都是社保卡、医保卡什么违规操作之类的~大家警惕了~！//@人民网: 电信诈骗防不胜防各位谨慎啊！天上不会掉馅饼。说说你遇到过的疑似电话或短信诈骗情况。更多评论请关注@人民网观点频道,是,"#人民网评#【打击电话诈骗亟需""治理升级""】“恭喜您中奖了”、你有一张法院传票”……很多人都收到过这样的电话或短信。最近警方成功摧毁一个特大跨国跨境电信诈骗犯罪集团，从破获数百起案件、抓获嫌疑人400多名、层出不穷的诈骗手段等情况来看，电话诈骗打而不绝，不断升级换代。O网页链接 ​​​​",2012-07-09 11:19,转发,评论,赞,微博 weibo.com,https://weibo.com/2659099411/yrCMFp2vX
