序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,安贞街道离退休干部 赵荣奎 庆党的十八大召开赋诗一首： 喜迎十八党代会，党的丰功高发挥。 党建党史治国本，代代学习增智慧。 科学发展创新业，廉政为民兴光辉。 学习党史增党性，离休余热献社会。 ​​​​,否,,2012-09-27 13:16,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yDNJOtgmr
1,两节将至，安贞街道通过多种形式和渠道针对地区困难家庭开展“两节”送温暖活动。 ​​​​,否,,2012-09-27 13:13,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yDNIAgdm2
2,#文明出行秀达人#少开一天车，开车零违章，乘车守秩序，出行讲礼让。(来自O网页链接 ) ​​​​,否,,2012-09-20 15:35,转发,评论,赞,微博直播组件,https://weibo.com/2753834123/yCKETcoLo
3,9月1日至9月30日，由首都文明办、市交通委、市环保局、市公安交通管理局联合举办的“争当文明出行达人网上承诺签名”活动正在进行中，欢迎广大车友踊跃参加。活动将从承诺签名的驾驶员中评出“文明出行达人”，给予奖励。登陆：www.bjwmb.gov.cn ​​​​,否,,2012-09-20 15:11,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yCKuR9Cas
4,,是,【爱国就该和“非理性”切割】昨日，北京有不少民众到日本大使馆表达抗议，而民众在理性地表达爱国热情的同时，亦配合公安干警的引导，北京街头仍然是秩序井然。这些民众用理性与“打砸抢”等违法行为做出了鲜明的立场切割，他们以实际行动向大家传达了什么是真正的爱国。 ​​​​,2012-09-20 14:24,1,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yCKbWBYDL
5,为了更好的为我地区乒乓爱好者服务，从9月25日开始，每周二下午3点30分到4点30分，义务教练丁金铭老师将在安贞社区公园乒乓园设立义务修拍点，免费为球友服务。提供球拍清洗、旧拍翻新、黏贴新拍、更换胶皮等服务。 ​​​​,否,,2012-09-20 14:18,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yCK9F4noA
6,【“美言•美文•美图”征集启事】,是,#征集启事#【“美言•美文•美图”征集启事】由朝阳区委宣传部主办的《美言美文》杂志从2012年1月创刊至今已半载有余。杂志发行期间，大量热心读者来信，字里行间充满了对《美言美文》的关注、喜爱及期待。现向广大读者征集“美言•美文•美图”，希望更多的朋友同《美言美文》一道远足！ 详情如下： ​​​​,2012-09-20 13:17,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yCJKIsnBm
7,发表了博文 《民间保钓40年》 - 中国民间保钓40年   从上世纪70年代开始，东海之上的这片岛屿就成为海内外华人关注的焦点。40年风雨保钓路，仁人志士为此不惜牺牲生命，黑发变白发。40年过去了，亿 O网页链接 ​​​​,否,,2012-09-20 11:49,1,评论,赞,新浪博客,https://weibo.com/2753834123/yCJaSmFKH
8,当那海面泛起了波涛，还有座思念的岛礁，在那风雨中飘摇，让我不能够忘掉；那是母亲留下的伤痛，为儿女们刻着的记号，虽然远在天涯海角，任是中国的坐标！——磊子 ​​​​,否,,2012-09-20 09:57,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yCIrvhya4
9,爱国不需要理由，但需要理智。爱国主义从来就不是抽象的，它和国家的根本利益紧紧联系在一起。我们在表达爱国主义热情时，应坚守文明法治的底线。让世界看到中国人的团结、理性、智慧与勇气，让世人看到中国的坚定、开放、自信与自强。 ​​​​,否,,2012-09-18 12:52,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yCqJAx0px
10,理性爱国、奋力强国、精心治国，才能真正捍卫国家和民族的尊严。 ​​​​,否,,2012-09-16 20:31,2,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yCaSI76mE
11,团结自律理性爱国@文明朝阳 @安贞里社区 @安贞黄寺社区,是,我爱国，但我不去伤害同胞的任何日货与财物。我们有各自抵制日货的自由，但没有彼此损坏的权利，这才是真正的爱国青年！一起来承诺：团结自律理性爱国！ ​​​​,2012-09-16 09:58,1,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yC6K6wtQa
12,我爱国，但我不去伤害同胞的任何日货与财物。我们有各自抵制日货的自由，但没有彼此损坏的权利，这才是真正的爱国青年！一起来承诺：团结自律理性爱国！ ​​​​,否,,2012-09-16 09:26,2,1,赞,微博 weibo.com,https://weibo.com/2753834123/yC6wSxwYn
13,钓鱼岛牵动着每一个中国人的心，但我们也要理性地发出我们的声音。 ​​​​,否,,2012-09-15 18:53,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yC0OCkOZf
14,安贞道德讲堂--企业诚信专题 ​​​​,否,,2012-09-07 17:09,1,评论,赞,iPhone客户端,https://weibo.com/2753834123/yAMIqmenR
15,摄影爱好者们，赶紧投稿吧！,是,#魅力朝阳#【“最美朝阳”摄影大赛】摄影爱好者们，“最美朝阳”摄影大赛正在举办，不要错过哦！只要您的作品能展现朝阳区特色景观、特色街区和精彩瞬间，充分展现丰富多彩的朝阳生活，就赶紧投稿吧！投稿截止日期为8月31日，投稿邮箱：zuimeichaoyang@126.com 。详情点击：O网页链接 ​​​​,2012-08-23 11:26,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yyt3DcUBc
16,8月21日下午，安贞街道民政科、社区服务中心在安华里社区召开了“2012年养老（助残）服务商签约仪式暨老年餐桌服务商表彰工作会居家养老工作会”。号召安贞地区全体养老（助残）服务商携起手来，共同支持和参与为老服务行动，为养老服务事业的发展、为和谐社会的建设做出应有的贡献。 ​​​​,否,,2012-08-21 16:51,2,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yyckL7RjS
17,安华西里开展了道德大讲堂活动。 ​​​​,否,,2012-08-20 16:57,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yy2Wy7t4M
18,@北京朝阳 @文明北京 @北京晨报 @文明朝阳 @中国文明网 @文化北京 @安贞里社区,是,安贞街道在原有室内道德讲堂的基础上，打造了道德讲堂户外主题公园，真正将道德主题渗透到居民的日常生活中，在寓教于乐中传递道德精髓。 ​​​​,2012-08-20 16:32,1,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yy2MBqtkX
19,安贞街道在原有室内道德讲堂的基础上，打造了道德讲堂户外主题公园，真正将道德主题渗透到居民的日常生活中，在寓教于乐中传递道德精髓。 ​​​​,否,,2012-08-20 16:11,9,2,赞,微博 weibo.com,https://weibo.com/2753834123/yy2DNCDYC
20,预祝大家周末愉快哟！[放假啦],是,"#交通出行提示#今晚19时30分,工人体育场将举行足球比赛,入场和散场期间车多人多。在此建议途经工体周边的驾驶员朋友尽量避开东二环十条桥区和东三环长虹桥区,以及工体北路、工体东路等周边道路。同时,建议准备前往观赛的朋友尽量乘坐地铁2号线,在东四十条桥站下车后向东步行即可到达场馆。 ​​​​",2012-08-17 15:23,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yxA2PoGLs
21,大家要时刻注意这些细小的动作！//@北京市民政局: 高速路开车十不要,是,【高速路开车十不要】一、不要忘记提前检查轮胎。二、不要时速快慢不均。三、不要不声不响超车。四、不要跟车距离太近。五、不要让雨刮器喷淋没水。六、不要开车接听手机。七、不要开车拧饮料瓶盖。八、不要错过出口倒车。九、司机不要与乘客高谈阔论。十、不要路上因故障停车大家围观。 ​​​​,2012-08-17 11:08,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yxynis8rM
22,盼望勇士们早日回家！ //@张国庆看天下:【14勇士】古思尧（66岁）、卢松昌（60岁）、方晓松（35岁）、曾健成（56岁）、伍锡尧（45岁）、梁培锦（45岁）、蒋晓峰（40岁）、杨匡（45岁）、张金满（64岁）、罗揕就（62岁）、王化民（67岁）、郭容明（50岁）、张伟民（30岁）、张伟强（39岁）,是,「为什么七人登岛，七人在船上？」这是保钓勇士在提醒我们，勿忘＂七.七＂。这在＂8.15＂当日尤其有意义！ ​​​​,2012-08-17 11:05,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yxymqDUQn
23,说的太好了！,是,达成共识或需几代人的锲而不舍，撕裂共识却可能只在一念之间。精神建设的“道德热量”，需要你我共同的悉心善待。正是因为负价值的弥散，才更加呼唤正能量的突围。唏嘘腌臜人性的不堪，不如从中反观一己是非荣辱的尺度；感慨市侩人格的扭捏，不妨在现实境遇里多一份自觉、多一点行动。 ​​​​,2012-08-17 11:03,1,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yxylyziR4
24,快菜对我们的身体有好处，等灾区快菜成熟了，我们一定要多支持，希望快菜快快成熟[花心],是,【灾后绝收农田 补种“快菜”】#聚焦北京#在农科专家的指导下，灾后几乎绝收的房山区部分农田没有空着等待种冬小麦，利用空白期补种一茬40到60天就可收获的“快菜”，以减少农户的经济损失。快菜长得像小号的大白菜，营养价值和大白菜一样对我们的身体非常有好处，等灾区快菜成熟，我们要多支持啊。 ​​​​,2012-08-17 11:01,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yxykMqwAc
25,安贞街道围绕“民生幸福，健康朝阳”目标，抓住群众业余文化生活需求和强身健体主线，按照“借势、整合、共享、互补”工作方针，开展全民健身工作，使安贞地区体育公共服务水平不断提高，其中安贞西里社区被评为“体育生活化社区”。 ​​​​,否,,2012-08-15 11:54,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yxfP3cmDP
26,看着都替他们揪心！,是,#每周十佳精品畅阅#【第十期】@言家楼 [推荐] @峰回啊那个路转 【索桥】 ：青山着绿在背后，脚下咆哮湍急流。只为学识几个字，日日涉险索上走。----- 请关注西部孩子上学环境，看了这幅图片无不为之心酸。中国能为其他贫困国家捐助大笔款物，而这里仅仅需要一坐桥啊！ ​​​​,2012-08-14 15:27,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yx7N8zpXz
27,,是,【“台湾夜市”等你来】前门台湾街的“台湾夜市”从即日起到9月30日每天下午5点准时“开市”。第二届台湾夜市分为文创市集、小吃区及高山族文化夜宴三大部分，让市民不出北京就能体验到丰富多彩的台湾文化。 ​​​​,2012-08-14 15:24,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yx7M17FLL
28,百善孝为先，把关爱老人，渗透到生活中,是,【新“24孝”行动标准出炉，】节假日经常与父母共度、亲自给父母做饭、每周给父母打个电话……昨日，由全国妇联老龄工作协调办、全国老龄办、全国心系系列活动组委会共同发布新版“24孝”行动标准。微调查：对照一下，你都做得到吗？ ​​​​,2012-08-14 15:21,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yx7KAstmZ
29,"7月31日下午，安贞街道举行了2012年庆“八一”优抚对象座谈会。会上，革命烈属，军属，残疾军人，现役军人，复员退伍军人代表都畅所欲言,并为安贞街道提出了一些建设性意见。大家纷纷表示，要为把安贞地区建设成为社会政治稳定、经济欣欣向荣、人民安居乐业的和谐社会、文明社会、幸福社会而共同努力。 ​​​​",否,,2012-07-31 17:54,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yv0LVgfdh
30,路面沉陷市民可拨打抢修电话,是,【路面沉陷市民可拨打抢修电话】今年汛期，京城雨大且密，城市道路、立交桥和过街天桥等患“雨伤”的数量猛增。交通部门提示，如果路面出现缓慢沉降的迹象，可能是地下有土体病害的先兆，可拨打88465055抢修电话。如果市民驾车陷入路面的坑中，应先保证人员的安全撤离，再拨打电话报警，或联系救援车。 ​​​​,2012-07-31 17:09,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yv0tKwNXj
31,7月30日下午，在“八一”建军节85周年即将来临之际，安贞街道办事处主任董会生、办事处副主任刘作魁等一行带着安贞街道工委、办事处的浓浓深情，来到了总装备部后勤部黄寺营区管理处，对在那里驻守的驻区部队官兵进行了亲切慰问，并向他们致以节日的祝贺。 ​​​​,否,,2012-07-31 17:06,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yv0sj0N5s
32,日前，安贞街道“纪念唐山大地震36周年—防灾减灾宣传活动”在安贞西里公园举行。宣传知识涉及防震避震、地震灾害应急避险、防空防灾、社区安全知识等各个方面。 ​​​​,否,,2012-07-31 16:57,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yv0oPALaa
33,#道德接力晒感动#老崔这回着实感动到我了，韩红也很给力嘛！,是,崔永元在请7•21北京暴雨高速路救人的农民工兄弟吃完饭后亲自来结帐，一共14400元，今天吃饭的地方非常偏僻，但距离农民工兄弟的工地很近，小崔用心良苦。饭店老板听说他们事迹很受感动，打了很大一个折！而且韩红大姐还特意赶来助阵，为英雄的农民工献歌两曲！再次向所有英雄致敬！向崔永元及韩红致敬 ​​​​,2012-07-31 16:27,转发,评论,赞,微博搜索,https://weibo.com/2753834123/yv0cxvimX
34,#功德接力晒感动#从敬业中遇见感动，从执着中遇见真情！//@文明朝阳: 吴警官的言行，给逝者以尊重，给亲人以慰藉，给我们以榜样。学习他的敬业与执着！,是,从事法医８年来，武汉水警吴红岩义务为500多名逝者寻找到家属亲人。由于许多尸体缺乏相应的身份信息，吴红岩记录了上万张报纸上的寻人启事，并通过网络发布信息为逝者“寻亲”。吴红岩的敬业与执着令人感动，网友们称赞他为“人道法医”。O网页链接 ​​​​,2012-07-31 16:23,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yv0b7bLBG
35,#功德接力晒感动#北京还将面临着大雨的考验，北京加油,是,58岁北京环卫工人老姚在大雨后捡拾了10个车牌，3天来已归还了8个车牌，还拒收车主的酬谢。我还看到，暴雨中有人开着车免费接送路人，有人腾出自己的家让他人居住，有人为救他人献出了生命，有人彻夜坚守工作岗位，在这些普通人身上闪现出厚德的光辉，北京加油！ ​​​​,2012-07-26 09:55,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yucuWgSfs
36,#功德接力晒感动#今天看到仍然很感动，因为这些无名英雄，北京，我更加爱你！//@文明朝外:,是,#大雨无情 京城有爱#昨晚，@菠菜X6 连同@望京网 自发组织#望京人赴机场免费救援#车队。22日1:07分，@菠菜X6 发布微博“车队已在高速上，二十来辆，浩浩荡荡从望京出发了， 满载着望京人民的爱心，滞留在首都机场的亲们，我们接你们回家！”网友们纷纷支持和赞扬：正能量的作用！感动全世界！ ​​​​,2012-07-26 09:50,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yucsK4B9E
37,#公德接力晒感动#他们用双手建造了高楼，用真心筑造着社会！好样的,是,在京港澳高速受灾最严重的南岗洼路段，这些个民工兄弟用30个救生圈、麻绳救了上百名被危在旦夕的游客，当获救者自发凑钱近万元向他们表示感谢时，他们拒收了....他们才是真正的中国脊梁，中国良心！ ​​​​,2012-07-25 10:39,1,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yu3m7ol2b
38,#公德接力晒感动#//“闪电侠”城市中的无名英雄[hold住]@文明北京: 转发微博,是,【温暖心灵的城市英雄】他们是漫漫人海里的普通人，一次路见不平的行侠仗义，让他们备受尊敬，在他人陷入险境时，他们挺身而出，甚至舍生取义。他们或悄然转身走入人群，或已离我们而去。他们在江湖上昙花一现，或许根本就未进入江湖，但江湖上一直流传着他们的传说...O网页链接 ​​​​,2012-07-25 10:26,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/yu3h03eJe
39,购买涉水险须注意赔偿条件,是,#共同关注#【购买涉水险须注意赔偿条件】7月21日，北京遭遇61年来最强暴雨，不少市民的财产都遭到了损失，尤其是在水中“趴窝”的汽车，这让“涉水险”再一次成为车主们热议的话题。“涉水险”怎么上，怎么赔，这其中还是有不少值得车主们注意的。 ​​​​,2012-07-24 15:19,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/ytVLtgzam
40,转发微博,是,#微提示#补领机动车号牌时请携带《机动车牌证申请表》、机动车所有人的身份证明原件和复印件、行驶证，到机动车所有人身份证明记载的住所地址所属车管分所办理补领手续。机动车号牌辨认不清的或丢失一面号牌的应将原号牌交回。详细规定可参看交管局网站O网页链接。 ​​​​,2012-07-24 15:18,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/ytVKYwJHe
41,wow~话题升级啦！双井号就是我的任意门，随点随进，想说就说，要啥有啥！原来话题不仅可以看，还可以这么玩儿呀~关注@话题双井站 成为双井狂人！你也来创意自己的话题吧[hold住]#点击双井号，发现精彩# O网页链接 ​​​​,否,,2012-07-24 15:12,转发,评论,赞,微话题-话题,https://weibo.com/2753834123/ytVIOpW8O
42,"房屋漏雨、渗水、需要加固等状况,拨打下面电话",是,【房屋防汛报修值班电话开通】即使大雨已经结束，但经过雨水冲刷的房屋，仍有可能出现漏雨、渗水、需要加固等状况。在此，给大家提供市住建委公布的各区县房屋防汛昼夜值班电话，市民可以通过电话报修求助。 ​​​​,2012-07-24 15:10,1,1,赞,微博 weibo.com,https://weibo.com/2753834123/ytVHYFv5z
43,安贞街道环卫、保洁力量在暴雨后及时清理环境，使辖区很快恢复干净整洁。同时，防汛指挥部检查、补充了防汛物资和力量，充分做好汛情应对准备工作。 ​​​​,否,,2012-07-24 12:02,1,评论,赞,微博 weibo.com,https://weibo.com/2753834123/ytUtrFs9k
44,身边一定自带紧急设备，加强自我安全意识！,是,【汽车水下逃生实验：砸碎侧门更容易】车在水下，如果被困车里，就开不了门了吗？记者模拟了一个真实的水里逃生实验。实验表明：车沉入水中的速度是非常慢的；剪刀和高跟鞋都砸不碎玻璃，锤子是可以的，而普通的钉锤比逃生锤更好用；出侧门是最方便、快捷的，且风挡一般打不碎。O网页链接 ​​​​,2012-07-24 11:36,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/ytUiUAMJQ
45,北京精神处处彰显，城市温情处处体现。//@文明北京: 转发微博。,是,雨灾凸显北京精神。雨灾已过去两天，回顾起来仍然感概多多。雨灾面前，北京城市管理、防灾设施确实暴露出许多问题，输在了灾难面前。但是北京人没有输，看看雨中抢险、出手相救的人们，自发接送机场旅客的爱心车队，工体雨中助威的二万球迷……北京精神处处彰显，城市温情处处体现，为之感动@文明北京 ​​​​,2012-07-24 11:33,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/ytUhR21ql
46,,是,"#悼念亲人 致敬英雄#截至22日17时,7.21北京暴雨已致37人死亡。在抗击暴雨过程中:燕山公安分局向阳路派出所所长李方洪在救援被困群众时不幸牺牲,密云大城子镇镇长李建民、房山韩村河镇副镇长高大辉、房山长阳供水厂抢险队郭云峰牺牲在抗灾一线……让我们在微博上点燃蜡烛,向逝者致哀!向英雄致敬! ​​​​",2012-07-24 11:28,转发,评论,赞,热门微博,https://weibo.com/2753834123/ytUfD45gQ
47,[呵呵],是,61年来最大暴雨袭击北京； 这一夜，路人一起上阵救援； 这一夜，私家车免费送人的“双闪行动”； 这一夜，有人开放住宅接纳路人； 这一夜，有人通宵播报路况； 这一夜，有人获救；这一夜，有人……。 暴雨无情，而我们通过微博团结在一起，书写历史。发扬微博互助精神，祈愿北京平安！ ​​​​,2012-07-24 11:22,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/ytUdm66VO
48,杜家坎收费站积水排干@北京朝阳 @平安北京 @文明朝阳,是,【杜家坎收费站积水排干】经过武警部队、市排水集团、公安消防总队等多个单位500余人的连夜奋战，24日上午10时，京港澳高速杜家坎收费站南侧的积水已被排干。另外，在此次京港澳高速公路出京方向17.5公里处南岗洼铁路桥抢险中，潜水员被首次动用。 ​​​​,2012-07-24 11:16,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/ytUaYkRs5
49,大雨浇不灭我们的真情真爱，反而让我们更团结！天灾人祸，只要大家团结起来，持有一颗保护自己，帮助他人的心，什么灾难都不可怕！,是,一场大雨下出了机场爱心车队，一场大雨下出了最美警察，一场大雨下出了跳进水坑清理排水孔的清洁工，一场大雨下出了北京精神！！ ​​​​,2012-07-23 11:31,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/ytKQnkL9M
50,从来不知道，头枕还有这样的用途！大家一定要记下来！在危难中，沉着冷静，利用身边一切工具，为自己的生命赢得希望,是,,2012-07-23 11:22,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/ytKMOj4Wc
51,今天早上听广播，政府下达命令，因大雨导致滞留路边的车辆，交管局不能予以处罚。这样的通知真的很贴心！,是,【捡到车牌可送交通队】一场特大暴雨，让不少车主丢失了牌照。交管部门表示，市民可将捡到的车牌送到就近的交通支大队或执法站，方便失主认领。如果补办车牌，需要携带身份证明和机动车行驶证等材料，到车管所办理。交管部门新近提供小客车补办车牌，可以申请邮政速递。       ​​​​,2012-07-23 11:15,转发,评论,赞,微博 weibo.com,https://weibo.com/2753834123/ytKJWF2SJ
52,雨中见真情，在暴雨中，有人向自己伸出援手，是件多温暖人心的事呀！让我们把这样的爱心传递下去吧！,是,【亲历大雨：好心村民拦车留吃住(图)】7月21日，北京遭受大暴雨袭击。回家途中，村民董昆拦车说前面已几辆车被冲走，建议晚上在他家吃住。进董家，饭未焖熟，全村停电。董师傅趟水去长沟峪煤矿买来饭菜。萍水相逢感动……O网页链接 微专题：北京遭遇61年来最强暴雨 O网页链接 ​​​​,2012-07-23 11:09,转发,评论,赞,微博搜索,https://weibo.com/2753834123/ytKHA74Un
