序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,世界旅游日。。。。多么神奇的力量！,是,【亲，你旅游了吗？】每年的9月27日为#世界旅游日#，这是由世界旅游组织(WTO)确定的旅游工作者和旅游者的节日。有人说，等有钱了再去旅游，等有时间再去旅游……可实际上，有钱的时候未必有时间，有时间的时候未必就有钱，既有钱又有时间的时候，未必有好身体。人生苦短，何不，想旅游的时候就出发呢？ ​​​​,2012-09-27 15:08,转发,评论,赞,微博 weibo.com,https://weibo.com/2660683981/yDOti5Mro
1,//@i垡头三区社区: //@湘南学院学生会: 理性爱国，和平保钓！,是,#请理性爱国#对日本侵犯我国主权行为，我们坚决反对；对损害同胞财产与感情行为，我们也绝不容许！今天，我们用理性宣示力量：我们愤怒，但不失去理智；我们呐喊，但不传播谣言；我们热血，但不盲从暴力！今天，从你我开始，用理性宣示力量。点击呼吁：O微博呼吁理性爱国 新浪微博-随时随地分享身边... ​​​​,2012-09-21 11:00,1,评论,赞,专业版微博,https://weibo.com/2660683981/yCShGyia6
2,转发微博,是,爱国有道，理性保钓，坚持自愿原则，不强迫他人，以身作则！ ​​​​,2012-09-21 11:00,转发,评论,赞,专业版微博,https://weibo.com/2660683981/yCShDAY5Z
3,//@i垡头三区社区: 转发微博,是,支持中国的方式有很多种，希望大家可以理性，我们每个人努力的去生活，努力的去工作，努力的去超越，努力的让我们更有实力，就是对保钓的的最大支持！中国加油 ​​​​,2012-09-21 11:00,转发,评论,赞,专业版微博,https://weibo.com/2660683981/yCShCq7SP
4,转发微博,是,每个人都应该爱国，更应该理性爱国。希望用理性的行动，传递正能量！ ​​​​,2012-09-21 11:00,转发,评论,赞,专业版微博,https://weibo.com/2660683981/yCShAm2O5
5,//@i垡头三区社区: 转发微博,是,有那么一个岛，四面环海，春暖花开；有那么一个岛，牵动亿万中国人的心；有那么一个岛，争或者不争，都属于中国，它就是钓鱼岛。理性保钓，看岛中花开花落，理性爱国，望岛上云卷云舒，让我们一起在钓鱼岛上听雨、赏月、看日出……O网页链接 ​​​​,2012-09-21 11:00,转发,评论,赞,专业版微博,https://weibo.com/2660683981/yCShyzyUO
6,//@i垡头三区社区: //@潮起潮落望云卷云舒: 爱国要有理性，保钓更要用合适表达方法,是,理性爱国：我们有权利抵制日货 但没有权利毁坏别人的日货 如果我们买了东西 再砸了不就成了败家子了 保卫钓鱼岛 钓鱼岛是中国的 ~！！！ 请大家一起抵制日货 理性爱国 不要伤害同胞~ ​​​​,2012-09-21 11:00,转发,评论,赞,专业版微博,https://weibo.com/2660683981/yCShxoIIG
7,//@i垡头三区社区: //@崔崔1982: 一个人的理性，不在风平浪静时，而是众声喧哗时。理性爱国，守法保钓！,是,一个人的涵养，不在心平气和时，而是心浮气燥时；一个人的理性，不在风平浪静时，而是众声喧哗时；一个人的慈悲，不在居高临下时，而是人微言轻时；情侣间的尊重，不是闲情逸致时，而是观点相左时；夫妻间的恩爱，不在花前月下时，而是大难临头时。 ​​​​,2012-09-21 11:00,转发,评论,赞,专业版微博,https://weibo.com/2660683981/yCShvCeNF
8,//@i垡头三区社区: //@Ellen_晨小P: #理性保钓# 有理有据有节的保钓！暴力伤害的是国民的心，伤害的是中国的国际形象，伤害的是礼仪之邦的大国气魄！欲胜还是请知己知彼！方能百战不殆！O网页链接,是,一些中国人认为，抗议会威慑到日本人，吓退他们。但日本人的想法与中国人完全不同。很多日本人其实希望中国变得更暴力、更丧失理性，因为这样全世界就能看到中国是个怎样的国家。抗议者砸碎越多的玻璃、放越多的火，只会在世界面前越多地伤害中国的形象。——日本经济新闻社驻华记者森安健。该清醒了！ ​​​​,2012-09-21 11:00,转发,评论,赞,专业版微博,https://weibo.com/2660683981/yCShru4BV
9,//@i垡头三区社区: 转发微博,是,@平安辽宁：#保钓有我#爱国是一种态度，不是一双拳头；爱国是一种理性，不是一根铁棍；爱国是让自己的国家变得更好，不是去伤害自己的人民。让我们每一个人从自身做起，拒绝暴力，展现理性。理性爱国， 奋力强国，精心治国 ，才能真正捍卫国家和民族的尊严。 ​​​​,2012-09-21 10:59,转发,评论,赞,专业版微博,https://weibo.com/2660683981/yCShp8oi3
