序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,十一出行高峰要到了，这个还是很有必要注意一下的//@甘家口西三环社区: 转发微博,是,#乘火车请注意#检票上车“忌拥挤”。应把票款、零钱单独放，别和身份证及大量现金放一起。检票和上车时，最好将贵重财物放在衣服里面，贴身放置。不要插队，避免互相拥挤给小偷以机会。需要送站服务时，要到车站指定的“服务台”办理手续或向统一着装、佩戴统一标识的车站工作人员求助。 ​​​​,2012-09-27 09:56,转发,评论,赞,专业版微博,https://weibo.com/2410934600/yDMqDF3XE
1,嗯嗯，我也是我也是~~,是,说点实在的，我现在每天最期盼的就是中秋国庆快点来（via吴琼琼爱画画） ​​​​,2012-09-20 15:15,转发,评论,赞,专业版微博,https://weibo.com/2410934600/yCKwG0qqP
2,9月19日，海淀街道组织召开了“社会服务管理网格化培训会”，海淀街道将全面推进网格化管理~ ​​​​,否,,2012-09-20 15:03,转发,评论,赞,专业版微博,https://weibo.com/2410934600/yCKrV6IKM
3,为了进一步增进社区居民的沟通与情感交流，丰富社区居民的精神文化生活，培育健康向上的生活方式和道德情操，8月19日上午，紫金庄园社区居委会精心组织了“2012年紫金庄园社区大众棋牌赛”。比赛本着“友谊第一，比赛第二”的增进团结的原则，在一片轻松愉悦的氛围中进行着。 ​​​​,否,,2012-09-19 12:31,转发,评论,赞,专业版微博,https://weibo.com/2410934600/yCA1r5l3j
4,理性爱国呀！！ ​​​​,否,,2012-09-15 15:55,转发,评论,赞,专业版微博,https://weibo.com/2410934600/yBZEszEhb
5,我的心里永远保存着一缕阳光~~,是,我希望躺在向日葵上，即使沮丧，也能朝着阳光。因为我知道，人生不如意十有八九。我会难过，会暂时停下前进的脚步，也有绝望的时候。可我心里永远保存着一缕阳光，因为我躺在向日葵上。真正的强者不是不会流泪，而是一边流泪一边往前奔跑。只要信念尚存，希望一定在。毕竟，人活的是一种精神。 ​​​​,2012-09-14 12:36,转发,评论,赞,专业版微博,https://weibo.com/2410934600/yBOUZiJj9
6,//@海淀区政府网站:早~周末天气不错~今儿个周五了~提前祝各位周末愉快~[带感],是,【晴间多云】#北京你好#今日限行1和6，最高气温25℃。一周时间转眼即逝，这几天天气总得来说非常稳定，气温总在25度左右，有时多云，有时掉几滴小雨，是不是秋天总是一个灿烂与悲伤相纠结的季节呢？周末两天气温宜人，计划去哪里遛遛？今天的原创图片——早上一定要锻炼身体的。 ​​​​,2012-09-14 09:29,转发,评论,赞,MOTO戴妃三防智能手机,https://weibo.com/2410934600/yBNHijLkx
7,培训&学习~ 我在:O网页链接 ​​​​,否,,2012-09-13 09:47,转发,评论,赞,MOTO戴妃三防智能手机,https://weibo.com/2410934600/yBEo47jXX
8,嗯，世界上最爱我的女人~~,是,世界上最口是心非的女人也是世界上最爱我的女人-——麻麻。（via沪江cc猫） ​​​​,2012-09-11 10:23,转发,评论,赞,专业版微博,https://weibo.com/2410934600/yBlLB5INf
9,//@北京全攻略: #北京提醒#【中午到前半夜有小到中雨！】亲们明天的最低气温只有14℃，后天12℃！出门必须要穿长袖了！！！,是,#北京提醒#【中午到前半夜有小到中雨！】冷空气入侵，气温开始走下坡路。早上出门的气温在20℃左右，还是比较凉爽的。预计今天白天阴，中午到前半夜有小到中雨，能见度较低，出行请注意安全。夜间阴有阵雨转多云，17-25℃。明天的最低气温只有14℃，后天12℃！出门必须要穿长袖了！@天气预报 ​​​​,2012-09-11 10:21,转发,评论,赞,专业版微博,https://weibo.com/2410934600/yBlKEhizi
