序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,国庆节后社区办公室时间有所调整，上午办公时间不变，下午调整为1：30至5：30.。最后祝愿亲爱的粉丝及盆友两节快乐，身体健康，阖家欢乐！ ​​​​,否,,2012-09-29 11:14,转发,评论,赞,政府版微博,https://weibo.com/1085141364/yE5Nfpy8H
1,转发微博。,是,"""十一""将至,针对别墅被盗类案件,提示出游的市民不要在家中存放大量现金和贵重物品;加装护栏防止窃贼从窗户入室盗窃;存折、贵重物品不要与身份证放在一起,防止窃贼利用身份证件提取存款;及时清理插在门上、信箱内的各类广告、传单。一旦发现家中被盗,应首先报警,保护好现场,不要急于进屋清点财物。(2/2) ​​​​",2012-09-28 10:22,转发,评论,赞,政府版微博,https://weibo.com/1085141364/yDW1Hmeqf
2,风大尽可能减少外出，外出时远离广告牌匾、枯树、电线杆。,是,【北京大风蓝色预警】北京市气象台11时10分发布大风蓝色预警信号：午后本市风力逐渐加大，傍晚到夜间平均风力达5-6级阵风7级左右，明天白天仍有四五级北风，请注意防范。By气象北京 ​​​​,2012-09-27 14:01,转发,评论,赞,微博 weibo.com,https://weibo.com/1085141364/yDO29x8AZ
3,//@首都社区服务: 双节期间天安门广场等5个地区将实行交通管制,是,【双节期间天安门广场等5个地区将实行交通管制】北京市公安局今日发布：为确保双节期间本市道路交通安全与畅通，自2012年9月30日起至10月7日止，天安门广场地区，景山地区，奥林匹克中心区周边等五个地区部分道路将采取交通管理措施。管制路段即时间具体信息参见图片。By人民网O网页链接 ​​​​,2012-09-27 08:52,转发,评论,赞,微博 weibo.com,https://weibo.com/1085141364/yDM0y8C9X
4,//@北京消防: #微提醒#明天有大风，午后风力逐渐增大，傍晚到前半夜可达五六级阵风七级。天气降温了，大家要适当添衣预防感冒哦！[带感],是,【风力较大气温降 及时添衣防感冒】26日17时北京气象信息：夜间天空逐渐转阴，最低气温15℃。明日受冷空气影响，大部地区有阵雨，雨量一般不足5毫米。午后风力逐渐增大，傍晚到前半夜可达五六级阵风七级，注意防风并远离广告牌等悬挂物。冷空气也使气温明显下降，最高气温23℃，适当添衣防感冒。 ​​​​,2012-09-26 17:31,转发,评论,赞,微博 weibo.com,https://weibo.com/1085141364/yDFYRv1UI
5,很好，可以多学些育儿的知识。,是,#人文朝阳#【朝阳试点手机发送“育儿经”】近日，由市教委设立的“北京市0-6岁儿童社区早期教育服务和指导项目”率先在朝阳区启动。所有0-6岁儿童的家长只需要用手机编写“孩子姓名+孩子生日”（如“妞妞2012-7-14”）发送到13611076390，从下周一开始，即可免费接收到“伴随成长每周一信”指导信息。 ​​​​,2012-09-25 16:19,转发,评论,赞,微博 weibo.com,https://weibo.com/1085141364/yDw51jLar
6,,是,【49年前父欠18元医药费 如今儿还3万元报恩】49年前，温州苍南一名7个月大的男婴因急病送入平阳县人民医院救治，住院半个多月恢复健康。但因家境贫穷，林家欠下18元医药费悄然离开。如今，49岁的林先生与父母决定送回三万元。医院将这笔特殊的医药费转给了慈善总会。O网页链接 ​​​​,2012-09-24 16:36,转发,评论,赞,S60客户端,https://weibo.com/1085141364/yDmLq1AWe
7,据新华社今日上午电，日本政府派出的特使今日将飞抵北京，就钓鱼岛引发的两国关系紧张问题，与中国高官进行协商。这位特使是刚刚从内阁官房副长官转任到外务省事务次官(常务副部长)的河相周夫。他已经于上午搭乘日本客机前往北京，预定于明日回国。 ​​​​,否,,2012-09-24 14:50,转发,评论,赞,微博 weibo.com,https://weibo.com/1085141364/yDm4rhnZZ
8,//@平安北京: 节日出行，安全防范不能放松！,是,,2012-09-23 20:22,转发,评论,赞,微博 weibo.com,https://weibo.com/1085141364/yDeOzt4rE
9,我支持了#我要诚信认证#倡议，已领取【诚信认证】勋章一枚。转发是一种力量，更是一种责任。共建规范认证环境，见证微博诚信力量！ http://t.cn/zlwqIjf ​​​​,否,,2012-09-21 11:26,转发,评论,赞,勋章馆,https://weibo.com/1085141364/yCSs0yZuq
