序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,2012年9月24日上午十点，玉海园二里社区在南门、北门、东门的宣传栏上都悬挂了《无线电管理》的宣传画，认真落实海淀区经信办《关于做好无线电管理宣传月活动》文件精神。9月21日，二里社区在田村路办事处的统一部署下，领取了相关宣传材料并进行了认真学习，在宣传过程中向居民进行生动细致的解释。 ​​​​,否,,2012-09-24 16:35,1,1,赞,专业版微博,https://weibo.com/2647893397/yDmL0m02H
1,2012年9月20日上午十点，玉海园二里社区在小广场开展地质灾害防范宣传活动。宣传板图文并茂，介绍了多种地质灾害的发生征兆和逃生知识，吸引了很多居民，地质学会的专家还现场为居民解答，并发放小宣传册。此次宣传活动为社区居民的出行安全再上了一层保险，也提高了居民的科普意识和知识水平。 ​​​​,否,,2012-09-20 15:15,1,1,赞,专业版微博,https://weibo.com/2647893397/yCKwzwnuM
2,2012年9月20日上午九点，玉海园二里社区在小广场开展了海淀区创国家文明区宣传活动。醒目的横幅、生动的宣传画吸引了大人孩子的围观，社区此次宣传活动使得海淀区争创国家文明区深入人心，促进社区居民为文明区的创建奉献自己的一份心力，有利于提升社区居民的文明素养和集体荣誉感。 ​​​​,否,,2012-09-20 14:38,1,1,赞,专业版微博,https://weibo.com/2647893397/yCKhHAjXx
3,2012年9月17日下午两点半，玉海园二里党支部召开党员学习会。此次学习主要内容：一、书记向社区党员通告社区近期主要工作；二、阅读讨论抗震救灾有关材料。此次参与学习会的党员有21人，规模空前，讨论热烈。在二里新党支部的推动下，每月一次的学习会得到了坚决地贯彻，并越来越具有社区影响力。 ​​​​,否,,2012-09-17 16:58,2,2,赞,专业版微博,https://weibo.com/2647893397/yCiUNoCp2
4,2012年9月13日上午九点半，玉海园二里社区大讲堂在田村路街道社区服务中心开课了。社区卫生服务站王站长受邀为居民讲了正确使用阿司匹林和吸烟的10个危害，贴近百姓生活。来听讲座的居民有男有女、有长有幼，听得都非常认真。以后二里居委会将与卫生服务站合作，不定期举办社区大讲堂健康知识讲座。 ​​​​,否,,2012-09-13 15:22,3,3,赞,专业版微博,https://weibo.com/2647893397/yBGA6iJyO
5,2012年8月14日上午九点半，玉海园二里社区半年工作总结大会在大食堂召开。会议议程包含主任代表居委会向54位代表作总结汇报、代表评议、代表提出社区建设意见等三项内容。此次大会，加深了居委会和居民代表的交流沟通，有利于居民对居委会工作实行监督，促进了社区工作的规范化、透明化、公开化。 ​​​​,否,,2012-09-06 10:53,1,1,赞,微博 weibo.com,https://weibo.com/2647893397/yAAPutEr7
6,转发微博,是,关于独生子女家庭特别扶助申报通知：具有北京市户籍，女方年满49岁，领取《独生子女父母光荣证》，现无存活子女。 ​​​​,2012-09-03 15:55,转发,评论,赞,微博 weibo.com,https://weibo.com/2647893397/yAawpkXaq
7,通过此次培训，大幅提升了二里社区的防震减灾知识水平，促进了二里社区防灾员队伍的规范化建设，是玉海园二里创建全国地震防灾示范社区的重要里程碑。 ​​​​,否,,2012-09-03 15:54,1,1,赞,微博 weibo.com,https://weibo.com/2647893397/yAavZ3634
8,2012年9月3日上午九点半，玉海园二里社区地震防灾员在田村路街道209室参加了地震防灾培训。培训时长为1个小时，以“地震灾害与紧急避险”为主题，52位社区防灾员认真聆听，全场安静细致地学习，展示了良好的素质和优秀的学习能力。 ​​​​,否,,2012-09-03 15:53,1,1,赞,微博 weibo.com,https://weibo.com/2647893397/yAavJEQrl
9,此次宣传活动参与度高，并且精细化安排，极大地提高了居民垃圾分类的水平，加强了社区的环保意识。 ​​​​,否,,2012-08-27 09:32,1,1,赞,微博 weibo.com,https://weibo.com/2647893397/yz41i84D6
