序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,祝各位童鞋月圆人团圆，中秋节快乐[呵呵],是,【晴空皓月伴佳节 阳光普照庆国庆】30日16时北京气象信息：适逢中秋佳节天公作美，晴朗的月夜演绎着相思的旋律，借明月把祝福传递给你，但早晚气温较低，最低气温11℃，赏月的同时记着披件外套哦。明天是普天同庆的国庆佳节，晴空依旧，最高气温27℃，非常适宜外出休闲，但空气干燥，注意补水。 ​​​​,2012-09-30 17:19,1,评论,赞,小米手机,https://weibo.com/2590508312/yEhBS8tMA
1,转发微博,是,"#锦囊妙计#【茶叶功效】1、乌龙茶:减肥美容,降低胆固醇。2、绿茶:美白,改善贫血,防癌。3、红茶:消脂。4、菊花茶:降火利尿。5、洛神花茶:降血压。6、枸杞茶:退肝火,养肾气,明目。7、绿豆茶:解毒利尿。8、黑豆茶:解肾毒火,提神。9、大麦茶:去湿止痒。10、莲心茶:降肝火。11、蜂蜜茶:滋养,润燥,解毒,止痛 ​​​​",2012-09-30 15:04,3,评论,赞,小米手机,https://weibo.com/2590508312/yEgIY5pXE
2,//@平安北京:出游莫忘三大安全,是,#微博接力-假期旅游安全微提示#【出游莫忘三大安全】1、自驾游务必重视交通安全。出行前要注意查看天气和路况信息，做好车辆检查；2、旅游不能一味图便宜。小心自由行、团购游暗藏猫腻，旅游产品不可能有太大折扣，游客稍不留神就可能落入陷阱；3、是购买旅游险保安全，人身意外伤害险、旅游救助险等。 ​​​​,2012-09-30 14:57,转发,评论,赞,小米手机,https://weibo.com/2590508312/yEgGi1ijp
3,#温馨提示#今天最高气温25度，北转南风2、3级。今天是中秋佳节，而且天公作美，秋高气爽，艳阳高照，祝各位童鞋中秋节快乐！[呵呵] ​​​​,否,,2012-09-30 08:49,1,6,赞,小米手机,https://weibo.com/2590508312/yEegMmG7o
4,转发微博,是,【京港澳台首次同步直播中秋晚会】从节目单来看，整台晚会构成了一台融合诗词歌赋的视听盛宴。其中，两岸四地的古筝演奏家共同演奏的《高山流水》，百把二胡合鸣的《光明行》及著名朗诵艺术家陈铎、虹云演绎的经典名篇，构成了一个美妙的篇章……详见O网页链接 ​​​​,2012-09-30 08:09,转发,评论,赞,小米手机,https://weibo.com/2590508312/yEe0QgRxA
5,"我刚更新了#微博客户端秋季版#，1.全新个人主页, 2.信息流新增趋势：热门文章、推荐好友, 3.新增微博专属二维码, 4.新增发送队列, 5.新增个性会员主题，赶快成为微博会员吧！下载地址：O网页链接 ​​​​",否,,2012-09-30 08:08,转发,1,赞,小米手机,https://weibo.com/2590508312/yEe0igQo7
6,十一长假的体育大餐来啦！喜欢体育的童鞋收藏一下[呵呵],是,【关注新浪体育视频，国庆期间体育赛事一网打尽！】英超，意甲，西甲，欧冠，中超，中网，新浪体育视频全程视频直播！体育迷们，收藏这份直播节目表吧！ ​​​​,2012-09-29 16:21,转发,评论,赞,专业版微博,https://weibo.com/2590508312/yE7NM0rOJ
7,转发微博,是,"#高速服务#【高速路行车“五要七不”】乃惨痛代价换来,切记切记！五要:1.要出车准备（制动、胎压、油量、灯光）;2.要系安全带;3.要保持车距;4.要注意警告标志;5.要注意提示信息.七不:1.不随意并线;2.不超速;3.不低速;3.不走应急车道;4.不随意停车;5.不疲劳驾驶;6.不踩死制动;7.不抛撒物品. ​​​​",2012-09-29 16:01,2,评论,赞,微博 weibo.com,https://weibo.com/2590508312/yE7FVjMuN
8,转发微博,是,#公交服务# [大巴]十一期间，天安门地区公交线路将采取临时绕行甩站措施。特别提示广大乘客提前安排好出行时间和路线。详情请参考附图： ​​​​,2012-09-29 15:28,2,评论,赞,微博 weibo.com,https://weibo.com/2590508312/yE7svcJWu
9,转发微博,是,"【银行公布节日网点轮休表】9月30日至10月7日期间,各银行网点的营业时间有调整。长假前四天,多数银行保证超过50%网点营业。10月4日起，市内大部分银行网点恢复正常工作时间，网银、POS等电子渠道将在节日期间保持畅通。部分银行营业时间安排请见：O网页链接 ​​​​",2012-09-29 14:37,2,评论,赞,微博 weibo.com,https://weibo.com/2590508312/yE77FiQw8
