序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,湖光山色两相宜！,是,今晚的太湖之滨， 落霞与孤鹜齐飞 ，秋水共长天七色 。七彩的火烧云天空，让人醉了。@江苏气象 @新浪无锡 @无锡博报 @江南晚报 @江苏新闻 @无锡头条 ​​​​,2016-08-31 20:34,1,3,6,iPhone 6s,https://weibo.com/2233270392/E68HTx5MT
1,今年夏天，空气质量整体不错哦！,是,#最美江苏#  #随手拍最美夏天#  【八月 忘不了的蓝天白云】今天是八月的最后一天，八月，让人忘不了的是那么多的晴好天气和蓝天里的白云朵朵。@中国摄影师协会 @中国摄影师联盟 @小海学摄影 @中国视觉典藏 @微博江苏 @江苏新闻 @江苏气象 @江苏微旅游 @江苏卫视新闻眼 @新浪江苏 @新浪江苏旅游  ​​​​...展开全文c,2016-08-31 20:28,1,2,2,iPhone 6s,https://weibo.com/2233270392/E68Fnb1kh
2,云霞满天，久违了！,是,#手机拍摄##最南京 全民拍#  美丽玄武湖@江苏气象 @南京发布 @南京市玄武湖 @南京零距离 ​​​​,2016-08-31 18:58,1,1,8,iPhone 6s,https://weibo.com/2233270392/E684H5GRY
3,#随手拍天气#【南京长江大桥的夕阳云彩】这天气也是好的没话说了！你们的美照在哪里？ ​​​​,否,,2016-08-31 18:30,转发,4,12,iPhone 6s,https://weibo.com/2233270392/E67TvhFXO
4,//@秦淮发布:第8张是怎么回事？,是,#最南京，全民拍#8月31日，夫子庙小学2016级一年级新生入学仪式“开笔礼”在夫子庙广场隆重举行。仪式“主题”在演奏的《礼记》中拉开帷幕：诵读经典、鞠躬行礼、朱砂开智、学写人字、赠送论语、撞启蒙钟。摄影：晓飞   瞧瞧孩子们扮相，哪张最萌？@南京发布 @南京城市摄影队 @南京日报徐琦 ​​​​,2016-08-31 18:21,1,5,3,iPhone 6s,https://weibo.com/2233270392/E67PD6zTV
5,如果云知道，大家天天拍它，它会怎么想？ ​​​​,否,,2016-08-31 18:06,4,18,20,iPhone 6s,https://weibo.com/2233270392/E67JAnKlh
6,#空气质量日报#【良或轻度污染】2016年8月31日，我省13个设区市空气质量为良或轻度污染，AQI（空气质量指数）范围在77～122之间。首要污染物均为O3。@江苏环保 ​​​​,否,,2016-08-31 16:58,转发,评论,1,搜狗高速浏览器,https://weibo.com/2233270392/E67hS86jq
7,#空气质量预报#今天夜里到明天上午全省良到轻度污染，明天下午全省轻度污染为主，明天全省无霾。预报由江苏省气象台和江苏省环境监测中心联合发布 ​​​​,否,,2016-08-31 16:38,1,评论,赞,搜狗高速浏览器,https://weibo.com/2233270392/E679Z35l2
8,#全省天气#今天夜里到明天全省晴转多云，其中沿淮和淮北地区多云到阴，局部有时有阵雨或雷雨；全省西南风４-５级阵风６级，有雷雨地区雷雨时短时阵风８-９级；  明晨最低温度：全省22～23℃，明天最高温度：苏南地区33℃左右，其它地区31～32℃。 ​​​​,否,,2016-08-31 16:18,转发,1,2,搜狗高速浏览器,https://weibo.com/2233270392/E671GiIu6
9,#实况聚焦#今天各地市最高气温依然维持在30℃左右，目前南京高淳、无锡宜兴、常州溧阳32℃左右，其它地区29~31℃；未来三天气温缓慢回升~ ​​​​,否,,2016-08-31 16:05,1,评论,2,搜狗高速浏览器,https://weibo.com/2233270392/E66WtC6IC
10,南气院开运动会不下雨，这个目标急需实现！有远见，很好！,是,新学期开始了，我们南气院也要先定一个能达到的小目标，比方说开运动会不下雨@江苏气象 ​​​​,2016-08-31 15:42,5,5,3,360安全浏览器,https://weibo.com/2233270392/E66N9kMCX
11,#图解天气#今天8月最后一天啦，总结下8月的天气吧，还真有点不寻常啊。江苏果断是高温酷热热热热热中度过，大家有什么印象深的事情？苏苏只记得自己发了无数个#气温琅琊榜#，总有那么几个城市喜欢抢占榜首！ 图片来源：中国气象频道 ​​​​,否,,2016-08-31 15:14,3,4,4,360安全浏览器,https://weibo.com/2233270392/E66BW5a92
12,【狮子变成猫，喵喵喵~~~】 温带气旋和“狮子山”的云系基本已经合并在了一起，基本就是你中有我我中有你的节奏。 ​​​​,否,,2016-08-31 15:06,1,评论,4,360安全浏览器,https://weibo.com/2233270392/E66ywbWdb
13,#开森一刻#要开学了 ​​​​,否,,2016-08-31 14:49,2,4,5,搜狗高速浏览器,https://weibo.com/2233270392/E66ruEdWB
14,//@无锡博报: 洗眼睛时间到中间两只,是,无锡稻花飘香的时候也到了。@无锡博报 @新浪无锡 @江苏气象 @无锡头条 @江苏新闻 ​​​​,2016-08-31 14:18,3,3,6,360安全浏览器,https://weibo.com/2233270392/E66fi98mB
15,#全省天气#今天下午到夜里全省晴到多云；全省西南风４-５级阵风６级；今天最高温度：淮北地区30～31℃，其它地区32℃左右，明晨最低温度：淮北地区20～21℃，其它地区23℃左右。 ​​​​,否,,2016-08-31 10:53,3,1,1,搜狗高速浏览器,https://weibo.com/2233270392/E64TLl8Z4
16,好想爬城墙，不想上班了,是,#最南京，全民拍# 明城墙玄武门至神策门一路前行，你会被眼前的蓝天白云湖光山色感动，南京最美的秋天就这么悄悄的来到了。更多图片：°【行走明城墙】玄武门至神策门秋高气爽，赶紧出门走走吧，好天气稍纵即逝。@南京发布 @东方卫报 @江苏气象 @江苏新闻 ​​​​,2016-08-31 10:34,3,3,8,iPhone 6s,https://weibo.com/2233270392/E64M5EuqW
17,#图解天气#开学出行天气提示，这图真好看！来源：中国气象频道 ​​​​,否,,2016-08-31 10:27,1,评论,5,360安全浏览器,https://weibo.com/2233270392/E64JaunUS
18,,是,中国天气通华为应用市场首发开始啦@中国气象局 @气象北京 @中国天气通 @江淮气象 @龙江气象 @江苏气象 @上海市天气 @深圳天气 @广东天气 @甘肃气象 ​​​​,2016-08-31 09:57,转发,1,5,搜狗高速浏览器,https://weibo.com/2233270392/E64x4h94H
