序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,9月20日是爱牙日。爱护牙齿从小做起 ​​​​,否,,2012-09-20 15:10,9,评论,赞,专业版微博,https://weibo.com/1708664953/yCKuC4kxW
1,喜迎国庆 社区党员座谈学习 ​​​​,否,,2012-09-20 14:17,转发,评论,赞,专业版微博,https://weibo.com/1708664953/yCK90jFdZ
2,//@中青舆情: 节约用水，从你我做起，现在的节约就是为子孙后代谋福，珍惜眼前的成就，不仅仅因为他的艰辛，更是因为这是一向伟大的事业！,是,#你好，中国#【节水倡议书】调水之情，何以回报？唯有“节水”二字。在地下水已打到基岩的华北，我们看见人们还在用从地层下抽出的宝贵饮用水洗车、开大浴场、浇高尔夫球场……新华社“你好，中国”微博采访团和@邓飞、@点子正、@武大沈阳，联合新浪微博发出倡议“调水之情、节水相报”。 ​​​​,2012-09-19 09:47,1,1,赞,微博 weibo.com,https://weibo.com/1708664953/yCyWT954i
3,转发微博,是,,2012-09-19 09:46,转发,评论,赞,专业版微博,https://weibo.com/1708664953/yCyWC0bGh
4,请社区居民关注独生子女费领取的通知！ ​​​​,否,,2012-09-19 09:45,转发,评论,赞,专业版微博,https://weibo.com/1708664953/yCyWeDd8g
5,发表了博文 《体大社区烹饪班活动》 -  本期烹饪讲座由许贵霞阿姨和闫大夫，付老师三位老师为前来参加学习的社区居民现场讲授。 本期菜肴：   许阿姨教授鱼头泡面；蓑衣黄瓜；   闫大夫教授凤尾武昌鱼； O网页链接 ​​​​,否,,2012-09-19 09:40,转发,评论,赞,新浪博客,https://weibo.com/1708664953/yCyU29LV8
6,发表了博文 《街道领导来我社区视察》 -  街道领导来我社区视察工作，对居委会近期工作给予肯定，同时提出下一步工作要求，望社区工作者再接再厉，努力为广大社区居民提供更优质的服务。 O网页链接 ​​​​,否,,2012-09-18 16:24,转发,评论,赞,新浪博客,https://weibo.com/1708664953/yCs7Innag
7,发表了博文 《社区治安巡逻员  志愿巡逻保平安》 -  体大社区居民组成志愿巡逻队，维护社区和谐平安。 O网页链接 ​​​​,否,,2012-09-18 09:59,转发,评论,赞,新浪博客,https://weibo.com/1708664953/yCpBvkOqD
8,发表了博文 《居委会宣传栏正式投入使用》 -  居委会宣传栏正式投入使用，青少年书画展受居民“热捧”。 O网页链接 ​​​​,否,,2012-09-17 11:05,转发,评论,赞,新浪博客,https://weibo.com/1708664953/yCgBE0bKF
9,发表了博文 《体大社区规范化建设座谈会》 - 体大社区居委会工作人员前往上地南路社区学习交流规范化建设工作。 O网页链接 ​​​​,否,,2012-09-14 15:01,转发,评论,赞,新浪博客,https://weibo.com/1708664953/yBPS29CxF
10,发表了博文 《通知》 - 通  知 一、独生子女奖励费 户籍在体大颐清园的独生子女父母，孩子今年12月31日前未满18周岁；档案由个人存在人才交流中心、职业介绍所、上地街道社保所的，携带《独生子女光荣 O网页链接 ​​​​,否,,2012-09-10 14:49,转发,评论,赞,新浪博客,https://weibo.com/1708664953/yBe5irdbC
11,发表了博文 《海淀区街道级“三级联创”工作学习观摩会》 - 召开海淀区街道级“三级联创”工作学习观摩会。  O网页链接 ​​​​,否,,2012-09-05 14:26,转发,评论,赞,新浪博客,https://weibo.com/1708664953/yAsNok8dT
12,//@学院路二里庄社区: 转发微博,是,【北京公布19家婚检机构名单】昨天，北京市卫生局公布19家可以进行婚检的医疗机构名单，鼓励二级及以上医疗机构开展此项服务。从朝阳区妇幼保健院获悉，免费婚检时间为每周二至周六上午八点至十点半。夫妻双方中有一方是朝阳区户口，即可持两人身份证免费婚检。以下是19家婚检医疗机构名单~ ​​​​,2012-08-31 16:18,转发,评论,赞,微博 weibo.com,https://weibo.com/1708664953/yzIonDlnv
