序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,#朝阳动态#【朝阳3个月增上百家专营广告企业】据统计，6至8月，北京市朝阳区新增专营广告企业139家，总注册资金2.4亿元，同比增长6.8%。在投入使用的北京国家广告产业园一期基础上，已规划园区二期、三期建设工作，培育具有著名品牌和创新能力强的大型广告企业集团和优势企业集聚中心。 ​​​​,否,,2012-09-30 14:55,1,评论,赞,iPhone客户端,https://weibo.com/2590506122/yEgFAfk0x
1,#微话题#【月圆中秋话民俗】中秋节这一天人们都要吃月饼以示“团圆”。月饼，又叫胡饼、宫饼、月团、丰收饼、团圆饼等，是古代中秋祭拜月神的供品。据史料记载，早在三千年前的殷周时代，民间就已有为纪念太师闻仲的“边薄心厚太师饼”。 ​​​​,否,,2012-09-30 14:54,3,评论,赞,iPhone客户端,https://weibo.com/2590506122/yEgFcCrRO
2,#微话题#【月圆中秋话民俗】赏月是中秋节最为盛行的习俗活动之一。我国魏晋时已有中秋赏月之举，唐宋时此风已十分盛行。宋代的京城开封，每逢中秋佳节，一般市民争先占住酒楼，以先睹月色为快。秋夜里风清月白，露意微浓，三五好友或亲朋，把酒临风邀月，畅怀人生快意。 ​​​​,否,,2012-09-30 09:52,2,评论,赞,iPhone客户端,https://weibo.com/2590506122/yEeGpzAEI
3,春江潮水连海平，海上明月共潮生，花好月圆人团聚，祝福声声伴你行。@北京朝阳 祝各位朋友：中秋快乐，美满团圆!  ​​​​,否,,2012-09-30 09:20,1,1,赞,皮皮时光机,https://weibo.com/2590506122/yEetnFUZQ
4,#微话题#【月圆中秋话民俗】中秋祭月，在我国是一种十分古老的习俗。据史书记载，早在周朝，古代帝王就有春分祭日、夏至祭地、秋分祭月、冬至祭天的习俗。其祭祀的场所称为日坛、地坛、月坛、天坛。分设在东南西北四个方向。北京的月坛就是明清皇帝祭月的地方。 ​​​​,否,,2012-09-29 13:53,3,评论,赞,微博 weibo.com,https://weibo.com/2590506122/yE6PSwNOH
5,#微话题#【月圆中秋话民俗】中秋节成为一年之中的重大节日，又与科举考试有着极其微妙的关系，在我国封建社会，开科取士，一直是统治者十分重视的一件大事。而三年一次的秋闱大比，恰好安排在八月里举行。胜景与激情结合在一起，人们便将应试高中者，誉为月中折桂之人。[月儿圆] ​​​​,否,,2012-09-29 13:08,转发,评论,赞,微博 weibo.com,https://weibo.com/2590506122/yE6xpvyhF
6,#宜居朝阳#【我区提前超额完成保障性住房年度竣工任务】2012年，市政府下达我区一万套保障性住房竣工任务。截至8月底，已竣工保障性住房102.2万平方米，竣工房源11089套，提前超额完成保障性住房年度竣工任务。 ​​​​,否,,2012-09-29 11:36,3,1,赞,微博 weibo.com,https://weibo.com/2590506122/yE5Wjp2lz
7,#人文朝阳#【我区率先启动北京市社区早期教育服务试点项目】该项目按照孩子成长的周龄，每周一次将免费向家长发送一条3000余字的“伴随成长 每周一信”彩信，包括营养饮食、护理保健、心智发展等8项内容。在京家长都可以编写“姓名+孩子生日”至13611076390短信平台申请开通服务。 ​​​​,否,,2012-09-29 10:45,7,2,赞,微博 weibo.com,https://weibo.com/2590506122/yE5Bot6IJ
8,#人文朝阳#【朝阳区文化馆荣获全国文化体制改革先进单位称号】朝阳区文化馆在多年改革实践中逐渐回归“民众教育”理念，坚持高标准实施文化惠民工程，以保障人民群众的文化权益为出发点和落脚点，从“文化民生”的意义上提高公共文化服务能力，在公共文化管理和研究领域取得了突出成效。 ​​​​,否,,2012-09-29 10:44,1,评论,赞,微博 weibo.com,https://weibo.com/2590506122/yE5BhFdVV
9,#微话题#【月圆中秋话民俗】中秋之夜，明月当空，清辉洒满大地，人们把月圆当作团圆的象征，把八月十五作为亲人团聚的日子，因此，中秋节又被称为“团圆节”。[呵呵] ​​​​,否,,2012-09-28 16:28,转发,评论,赞,微博 weibo.com,https://weibo.com/2590506122/yDYq87ONC
10,#微话题#【月圆中秋话民俗】自汉至唐，墨客骚人纷纷吟咏月亮及月中之事，八月十五月圆时成为抒发感情的极佳时刻。至北宋太宗年间，官家正式定八月十五日为中秋节，取意于三秋之正中，届时万民同庆。 ​​​​,否,,2012-09-28 16:27,1,评论,赞,微博 weibo.com,https://weibo.com/2590506122/yDYpV7I9f
11,#人文朝阳#【北京百万家庭数字生活技能大赛家庭赛我区夺冠】“2012年北京百万家庭数字生活技能大赛”于5月上旬正式启动，活动期间开展了网上知识竞赛、数码摄影竞赛、DV大赛等活动，内容涵盖网上购物、网络安全、网上办事、智能家居、科技与健康等知识，受到我区百姓热烈欢迎。 ​​​​,否,,2012-09-28 15:05,1,评论,赞,政府版微博,https://weibo.com/2590506122/yDXSFe0OY
12,#宜居朝阳#【朝阳区启动“农餐、农社对接”】即日起，劲松西社区、农光里社区、磨坊北里社区等9个社区的居民，可低价购买无公害绿色蔬菜。首批“农餐对接”则包括顺峰酒楼、眉州东坡酒楼等20家餐饮集团。“农餐、农社对接”指农产品从源头基地直接进入餐厅和社区，减少流通环节，降低农产品价格。 ​​​​,否,,2012-09-28 14:57,1,3,赞,政府版微博,https://weibo.com/2590506122/yDXPovW1m
13,#温馨提示#【北京市统一受理行政投诉电话96160开通】近日，市监察局、市行政投诉中心统一受理行政投诉电话96160开通。96160是统一受理群众投诉全市各级行政机关及其工作人员违规违法行政行为电话。群众可通过固定电话、手机、网络、传真、短信、来信、来访等方式进行投诉。 ​​​​,否,,2012-09-28 10:05,9,2,赞,政府版微博,https://weibo.com/2590506122/yDVUSdpo6
14,#朝阳动态#【朝阳区与中东欧16国签约合作】日前，朝阳区与斯洛文尼亚、波兰、波黑等中东欧十六国签订合作备忘录。按照备忘录中的协议，中国企业今后将能直接参与这些国家的通讯、交通、金融等重点领域投资建设，朝阳区成为我国首个与中东欧十六国签订合作备忘录的区级政府。 ​​​​,否,,2012-09-28 10:04,8,2,赞,微博 weibo.com,https://weibo.com/2590506122/yDVUxcpaJ
15,#微话题#【月圆中秋话民俗】“中秋”一词，最早见于《周礼》。根据我国古代历法，农历八月十五日，在一年秋季的八月中旬，故称“中秋”。一年有四季，每季又分孟、仲、季三部分，三秋中第二月叫仲秋，故中秋也称为“仲秋”。 ​​​​,否,,2012-09-27 16:22,1,评论,赞,政府版微博,https://weibo.com/2590506122/yDOXh33iC
16,#微话题#【月圆中秋话民俗】海上生明月，天涯共此时。每年农历八月十五，是我国民间传统的中秋佳节。千百年来，一年一度的中秋节为我们留下了丰富的民俗风情文化。迎中秋，话民俗，咱们首先就从这“中秋”的缘起说起。 ​​​​,否,,2012-09-27 16:22,11,评论,赞,政府版微博,https://weibo.com/2590506122/yDOXayiJy
17,温馨提示,是,【国庆期间，上网可查北京10个省际客运站服务信息】#聚焦北京#预计“双节”期间，北京的公路长途客运量骤增。乘客可登录北京省际客运信息网（www.e2go.com.cn），查询市内六里桥、赵公口、木樨园、丽泽、新发地、八王坟、四惠、莲花池、北郊、永定门10个省际客运站以及110余个代理售票点的服务信息。 ​​​​,2012-09-27 16:21,1,评论,赞,微博 weibo.com,https://weibo.com/2590506122/yDOWJ2NV1
18,#人文朝阳#【药监朝阳分局提醒居民安全用药】9月是全国安全药品宣传月。药监局提示市民公众自身要了解一些抗生素使用常识学会自我保护。抗生素不是普通药品，必须谨慎使用，建议市民面对抗生素应该做到“三不”：不自行购买不储存，不主动要求用药，不随便停药。 ​​​​,否,,2012-09-27 14:22,2,1,赞,政府版微博,https://weibo.com/2590506122/yDOaDfukD
19,#温馨提示#市气象局11时10分发布大风蓝色预警信号：受较强冷空气影响，预计9月27日午后本市风力将逐渐加大，傍晚到夜间平均风力可达5—6级，阵风7级左右，28日白天仍有4、5级偏北风。另据预测，我区大部分地区有阵雨，雨量不足5毫米。请大家安排好出行，注意雨天行车安全。 ​​​​,否,,2012-09-27 14:21,6,1,赞,微博 weibo.com,https://weibo.com/2590506122/yDOaki7H9
20,#宜居朝阳#【朝阳区首批900套公租房交钥匙】26日，朝阳区首个公租房项目——原叶美苑交付使用，900余户低收入家庭将于“十一”之后陆续入住新家。据介绍，房租每月每平方米38元，低收入者可根据个人情况向户口所在街道申请补贴，最高补贴95%。[呵呵] ​​​​,否,,2012-09-27 11:40,4,4,赞,政府版微博,https://weibo.com/2590506122/yDN6X5SU1
