序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,向吉祥里社区的志愿者们致敬 ​​​​,否,,2012-09-13 09:46,3,1,赞,专业版微博,https://weibo.com/1734519697/yBEnyuKe3
1,//@微博小百科: 不要因为别人说了你想听的话，就相信他们。,是,Don't believe and put your trust into someone just because they say the things you want to hear.不要因为别人说了你想听的话，就相信他们。 ​​​​,2012-08-24 08:39,转发,评论,赞,微博 weibo.com,https://weibo.com/1734519697/yyBoCq5Kh
2,创建文明城区 ​​​​,否,,2012-08-23 18:05,转发,评论,赞,微博 weibo.com,https://weibo.com/1734519697/yyvFGvx9l
3,善待朋友//@冰舞妖月: @朝外街道吉祥里社区,是,我家的贵妇犬乐乐，男孩7岁，白色，7月24日5点半左右在工体南门附近走失，希望好心收养或有线锁者跟我联系。家属愿以现金5000元当面酬谢。电话：13910914436，如您想收养他一段时间，请您记得9月给他打预苗。在您嫌弃他的时候，请给我打电话，无论何时候我都会接他回家。谢谢~@好狗好猫流浪狗义工团 ​​​​,2012-08-23 12:44,转发,1,赞,微博 weibo.com,https://weibo.com/1734519697/yytzeD8RN
4,端午节快乐 ​​​​,否,,2012-08-15 15:38,转发,评论,赞,微博 weibo.com,https://weibo.com/1734519697/yxhi3EscW
5,向雷锋同志学习 ​​​​,否,,2012-08-15 15:37,转发,评论,赞,微博 weibo.com,https://weibo.com/1734519697/yxhhB1Bbs
6,龙年戴龙帽，@活动小队长 龙年送勋章。只要参与微活动的任意一个活动就可以领取龙年专属勋章“生龙活虎”。快来领取吧！O网页链接 ​​​​,否,,2012-08-08 12:08,转发,评论,赞,勋章馆,https://weibo.com/1734519697/ywbVxwzyz
7,#公德接力晒感动#她一直无微不至的照顾着她的邻居——一位空巢老人，不为任何私利，不曾要求回报，她就是吉祥里社区的赵淑华 地址：O网页链接 ​​​​,否,,2012-08-08 12:08,2,2,赞,微活动-公德接力...,https://weibo.com/1734519697/ywbVhhORL
8,回复@清清纯牛奶:吃肘子 //@清清纯牛奶:回复@朝外街道吉祥里社区:怎么样的?好奇………,是,"今天立秋了,我们盛泽的习俗是吃桃子,大家都说说自己家乡是哪里,立秋都吃什么呢? ​​​​",2012-08-07 15:37,转发,评论,赞,微博 weibo.com,https://weibo.com/1734519697/yw3RG2CnE
9,北京 贴秋膘 //@盛泽社区:立秋吃桃 //@苏州天天天蓝:今天买只吃吃,是,"今天立秋了,我们盛泽的习俗是吃桃子,大家都说说自己家乡是哪里,立秋都吃什么呢? ​​​​",2012-08-07 14:06,转发,评论,赞,微博 weibo.com,https://weibo.com/1734519697/yw3gM4rhG
10,#吃饱就犯困#明天8月8日上午 吉祥里社区举办消防讲座，大家都来看看吧 ​​​​,否,,2012-08-07 13:58,转发,评论,赞,微博 weibo.com,https://weibo.com/1734519697/yw3dI41JU
