序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
0,#垡头街道“微博与社区主题征文”# 多电话经费，何乐而不为呢？与此同时，社区微薄管理员天天及时进行微薄的更新，使社区大大小小的活动与宣传、通知等一系列工作都公开，便于社区居民了解与查询，大大加强了社区与居民朋友的联系与沟通。 ​​​​,否,,2012-09-05 16:43,29,4,赞,微博 weibo.com,https://weibo.com/1597043831/yAtGPbxy5
1,#垡头街道“微博与社区主题征文”# 垡头街道东里社区自响应垡头街道团委指示开通新浪微博后，积极通过微薄进行社区工作的宣传工作，譬如有效地通过微薄这个有利平台在暑期中小学活动不在是拿起电话挨家挨户的通知校外学生参加暑期活动，而是改为利用微薄这个网络平台，不仅方便快捷，同时还节省下来许 ​​​​,否,,2012-09-05 16:42,1,1,赞,微博 weibo.com,https://weibo.com/1597043831/yAtGrgqjO
2,注意防汛。//@平安北京:,是,市气象台15时55分发布暴雨蓝色预警信号：受强降水云团影响，未来3小时房山密云南部平谷顺义将出现小时雨量大于20mm以上强降水，请注意防范。 ​​​​,2012-08-20 16:50,2,1,赞,微博 weibo.com,https://weibo.com/1597043831/yy2TQhIQr
3,#公德接力晒感动# 东里社区小朋友为7.21受灾地区捐款。 ​​​​,否,,2012-08-20 16:48,1,评论,赞,微话题-公德接力...,https://weibo.com/1597043831/yy2T3fx8P
4,#公德接力晒感动# 暑期中小学生捡拾白色垃圾。 ​​​​,否,,2012-08-20 16:41,24,1,赞,微话题-公德接力...,https://weibo.com/1597043831/yy2PYmBNE
5,#公德接力晒感动#社区居民义务为老年人剪发。 地址：O网页链接 ​​​​,否,,2012-08-20 16:37,3,评论,赞,微活动-公德接力...,https://weibo.com/1597043831/yy2OGfPWn
6,//@i垡头北里社区: //@i垡头北里社区://@i垡头三区社区: 人民警察——最可爱的人,是,#公德接力晒感动#“90后最美铁警”的李博亚：“如果今后遇到类似情况，我还会毫不犹豫地去救。”你，后悔吗？因为救人而失掉一双腿，从此成了残疾人。不，如果时光倒流，我明知会如此，我还是会跳下去救人。这是人的本能。每个人，都能做到如此吗？ 地址：O网页链接 ​​​​,2012-08-20 14:23,转发,评论,赞,微博 weibo.com,https://weibo.com/1597043831/yy1WccP8Y
7,转发微博,是,#公德接力晒感动# 近日，曾经在半年内两次献出“熊猫血”的北京352路公交司机张国栋，再次来到北京红十字血液中心，为河北邯郸女教师郑跃第三次献出一个单位的血小板。从去年2月至今，张国栋已经先后三次为郑跃捐献出1300毫升成分血。 地址：O网页链接 ​​​​,2012-08-20 14:23,转发,评论,赞,微博 weibo.com,https://weibo.com/1597043831/yy1W6xRsd
8,转发微博,是,@中国-三间房 活动照片不错，推荐给大家！ #公德接力晒感动# “公德接力晒感动” 地址：O网页链接 ​​​​,2012-08-20 14:23,转发,评论,赞,微博 weibo.com,https://weibo.com/1597043831/yy1VXFTBS
9,有用。//@北京朝阳: #给您提个醒#应急救援电话，以备不时只需！,是,搜集整理了一些应急救援的电话和大家分享，希望需要时能给您帮上忙。 ​​​​,2012-08-02 10:52,转发,1,赞,微博 weibo.com,https://weibo.com/1597043831/yvgRHoXMY
